Running Update Time,Itration,Reward Loss,Running Env Steps,Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return
771,771,-24262.955078125,3855000,33.0634,15.4544,5671.01,5426.51
772,772,-23434.611328125,3860000,33.187,14.7095,5603.81,5387.27
773,773,-22677.9140625,3865000,31.9706,14.6421,5383.56,5051.64
774,774,-23868.048828125,3870000,34.145,20.8879,5450.39,4763.57
775,775,-23734.705078125,3875000,33.3112,20.7392,5591.77,4915.63
776,776,-24952.177734375,3880000,33.8503,20.9124,5462.86,4543.0
777,777,-23982.0859375,3885000,32.6576,15.0343,5554.67,5116.43
778,778,-23723.029296875,3890000,33.1753,15.437,5562.6,5258.28
779,779,-24043.43359375,3895000,33.3556,15.2265,5467.7,5313.39
780,780,-25043.099609375,3900000,34.4268,22.4658,5340.46,4576.3
781,781,-24031.244140625,3905000,33.0806,17.7565,5021.48,5116.09
782,782,-23122.556640625,3910000,31.6736,15.2697,5477.26,5302.83
783,783,-22196.556640625,3915000,31.1641,13.9909,5436.14,4798.54
784,784,-22840.5546875,3920000,31.2238,12.9667,5385.39,5233.23
785,785,-25722.974609375,3925000,46.0603,67.3176,837.8,730.9
786,786,-33394.4140625,3930000,46.7389,31.569,889.95,543.59
787,787,-24756.353515625,3935000,45.5726,41.9773,1009.55,1140.25
788,788,-25615.685546875,3940000,41.5481,43.2926,1295.63,1136.15
789,789,-27504.923828125,3945000,40.498,49.4453,1183.97,1134.28
790,790,-32033.146484375,3950000,37.3748,21.9907,5263.26,4934.45
791,791,-29097.607421875,3955000,36.8437,19.7397,5309.74,5180.18
792,792,-26433.4453125,3960000,35.4551,19.1962,5342.5,5246.92
793,793,-29555.271484375,3965000,36.1616,19.1972,4619.79,4254.07
794,794,-29181.734375,3970000,35.7272,18.8873,5417.71,5279.49
795,795,-27731.33203125,3975000,35.0474,17.6581,5508.14,5333.85
796,796,-28039.02734375,3980000,35.5854,18.9274,5602.05,5412.02
797,797,-27099.783203125,3985000,34.5111,18.79,5557.99,5411.08
798,798,-28652.10546875,3990000,34.9816,18.6597,5496.69,5365.58
799,799,-28518.330078125,3995000,34.7824,18.4353,5540.93,5417.48
800,800,-28844.623046875,4000000,35.6668,18.4374,5339.57,3884.31
801,801,-27302.51953125,4005000,39.8855,21.5624,2638.97,2585.95
802,802,-26784.47265625,4010000,33.924,17.2272,5622.86,5482.57
803,803,-25775.892578125,4015000,33.2424,16.9833,5635.36,4977.25
804,804,-26062.0078125,4020000,33.0015,17.0375,5650.43,5492.26
805,805,-27480.7734375,4025000,34.5722,24.5611,5625.69,4949.86
806,806,-27317.6015625,4030000,33.6431,17.2373,5612.96,5184.24
807,807,-27566.58203125,4035000,33.653,16.4626,5563.56,5086.26
808,808,-28105.673828125,4040000,34.1095,16.4213,5563.27,4668.14
809,809,-26567.396484375,4045000,34.3585,17.0013,5566.64,5423.43
810,810,-26828.380859375,4050000,34.5159,17.4207,5572.68,5434.37
811,811,-26226.69921875,4055000,33.521,16.0204,5593.16,5432.18
812,812,-27886.154296875,4060000,33.6798,16.6053,5552.03,5396.1
813,813,-27404.66796875,4065000,34.392,17.0979,5494.42,5383.68
814,814,-26004.986328125,4070000,33.3889,16.4315,5550.88,5390.19
815,815,-25402.732421875,4075000,33.0874,16.3536,5595.45,5451.41
816,816,-26507.23046875,4080000,33.2666,16.2216,5548.12,5404.91
817,817,-26673.048828125,4085000,33.7947,16.4029,5497.26,5360.24
818,818,-27593.052734375,4090000,33.8407,16.5754,5529.12,5262.78
819,819,-27109.0625,4095000,33.7752,16.4033,5525.17,5386.44
820,820,-27413.69921875,4100000,34.0779,16.8621,5497.81,5330.3
821,821,-26419.77734375,4105000,34.3117,16.6673,5538.39,5346.74
822,822,-27397.314453125,4110000,34.4475,17.1845,5550.81,5344.02
823,823,-27645.904296875,4115000,34.2599,17.0671,5527.97,5351.67
824,824,-27083.06640625,4120000,34.3931,17.306,5520.57,5344.53
825,825,-26146.14453125,4125000,33.8034,15.8941,5569.42,5332.44
826,826,-24726.2421875,4130000,33.0616,15.4941,5573.85,5333.31
827,827,-26157.455078125,4135000,34.1376,16.7024,5539.64,5359.29
828,828,-26663.787109375,4140000,33.4442,16.6284,5554.85,4796.69
829,829,-26034.361328125,4145000,33.148,16.1715,5489.61,5311.15
830,830,-26475.671875,4150000,33.5981,16.384,5592.67,5383.38
831,831,-25211.66015625,4155000,33.0254,16.3658,5602.14,5216.04
832,832,-23907.62890625,4160000,32.7615,15.699,5588.92,5399.23
833,833,-24813.080078125,4165000,32.7386,15.7157,5602.37,5396.4
834,834,-23540.1875,4170000,32.4525,15.3146,5632.11,5419.49
835,835,-25265.87109375,4175000,32.6673,15.8259,5648.7,5427.48
836,836,-25261.537109375,4180000,32.484,15.2244,5617.17,5236.66
837,837,-23043.890625,4185000,32.7459,15.7372,5596.13,5368.89
