Running Update Time,Running Reverse KL,Real Sto Return,Real Det Return,Itration,Reward Loss,Running Env Steps,Running Forward KL
779,16.1133,4900.19,4953.14,779,-34000.046875,3895000,37.6277
780,16.9973,4929.73,4931.96,780,-39488.16015625,3900000,38.564
781,16.3208,4433.34,4521.03,781,-36929.765625,3905000,37.868
782,16.6543,4892.41,4908.65,782,-38207.62890625,3910000,37.8242
783,16.1852,4882.84,4922.49,783,-36662.01953125,3915000,37.815
784,15.9793,4827.87,4888.23,784,-36918.57421875,3920000,37.8338
785,16.5753,4946.56,4997.14,785,-37431.9375,3925000,37.5621
786,15.9025,4922.98,4960.62,786,-35976.37109375,3930000,38.1264
787,16.2116,4920.66,4882.73,787,-35390.88671875,3935000,37.2082
788,15.9348,4910.58,4919.75,788,-35446.3984375,3940000,37.0941
789,16.2087,4956.21,4980.1,789,-37003.33984375,3945000,37.642
790,24.6564,4920.06,4942.22,790,-38110.9609375,3950000,38.4173
791,17.1018,4955.02,4898.01,791,-37384.40625,3955000,37.804
792,16.1712,4858.55,4879.3,792,-36784.078125,3960000,37.5599
793,16.4376,4924.72,4958.13,793,-37297.21875,3965000,38.0134
794,20.7589,4750.83,4956.5,794,-41551.26953125,3970000,37.9843
795,16.5615,4943.66,4972.21,795,-36376.7578125,3975000,37.4871
796,16.1392,4893.99,4969.76,796,-40158.09375,3980000,37.3967
797,17.3709,4965.09,4994.75,797,-37626.4375,3985000,37.8145
798,16.3644,4707.24,4664.93,798,-38836.421875,3990000,37.8532
799,17.5036,4924.58,4983.23,799,-37242.80078125,3995000,38.2241
800,16.7109,4960.58,4994.11,800,-35474.24609375,4000000,37.834
801,17.1692,4949.09,4775.34,801,-36560.05078125,4005000,37.849
802,17.1557,4965.39,5023.32,802,-38930.12890625,4010000,37.977
803,16.1389,4843.5,4995.44,803,-39264.078125,4015000,37.333
804,16.2264,4919.23,4937.24,804,-36871.39453125,4020000,37.6766
805,16.89,4930.43,4989.4,805,-37605.41015625,4025000,37.9324
806,16.4597,4961.98,5012.34,806,-39956.703125,4030000,37.3346
807,16.4767,4942.9,5010.11,807,-37495.33984375,4035000,37.6079
808,16.8009,4968.42,4698.28,808,-37525.95703125,4040000,37.5706
809,16.8998,4923.5,4912.24,809,-38664.8203125,4045000,38.6497
810,20.6395,4919.28,4679.49,810,-39883.2265625,4050000,38.1276
811,34.4498,3225.44,4189.41,811,-41903.26171875,4055000,39.0278
812,16.2777,4862.93,4651.39,812,-39627.2734375,4060000,37.8737
813,24.4225,4930.02,4970.56,813,-39573.20703125,4065000,37.8726
814,16.0277,4482.15,4964.04,814,-38197.328125,4070000,37.9077
815,15.6268,4878.64,4964.94,815,-38312.62109375,4075000,37.5706
816,16.6305,4960.83,5067.56,816,-40851.12109375,4080000,37.6925
817,16.6813,4943.72,5045.91,817,-40566.6171875,4085000,37.6354
818,16.4566,4916.53,5022.63,818,-40322.41015625,4090000,36.9658
819,16.4428,4925.59,5046.75,819,-39942.3359375,4095000,37.7649
820,16.5472,4945.57,5037.78,820,-38619.828125,4100000,37.7331
821,16.3487,4998.02,5142.73,821,-38500.953125,4105000,37.2206
822,16.5658,4964.48,5085.46,822,-36186.26953125,4110000,37.3948
823,17.0578,4998.35,4830.66,823,-36881.6640625,4115000,37.8119
824,16.6681,4938.31,5013.66,824,-38866.265625,4120000,38.0327
825,17.1414,4994.67,5095.69,825,-36477.0078125,4125000,38.0424
826,16.7199,4977.46,5064.09,826,-37687.87109375,4130000,37.7753
827,17.5907,4936.84,5017.25,827,-40223.48828125,4135000,38.1769
828,16.9206,4942.5,5017.64,828,-39387.875,4140000,38.1052
829,17.1245,4901.97,5013.79,829,-41442.9453125,4145000,37.901
830,17.0507,4969.95,5053.19,830,-39913.1875,4150000,37.3637
831,16.7341,4740.25,5146.49,831,-38806.18359375,4155000,37.6665
832,16.7623,4972.58,5114.65,832,-41487.4453125,4160000,37.8638
833,16.0071,4978.63,5052.24,833,-40185.56640625,4165000,37.6086
834,16.247,4974.07,5090.08,834,-37568.84765625,4170000,37.5632
835,16.0749,4980.56,5127.02,835,-40052.69140625,4175000,37.5288
836,15.6678,4977.25,5097.61,836,-40031.0,4180000,37.7567
837,16.0173,4964.13,5111.33,837,-40475.23828125,4185000,37.5189
838,15.6394,4981.29,5084.52,838,-38933.1875,4190000,37.4892
839,15.4256,4960.35,5086.86,839,-39031.1484375,4195000,37.0721
840,15.5995,4914.37,5038.8,840,-38630.828125,4200000,36.6115
841,16.7686,4951.01,5076.45,841,-42869.1328125,4205000,37.659
842,15.6303,4791.5,5137.66,842,-39896.66796875,4210000,37.2763
843,16.2393,4953.92,5061.56,843,-41336.48046875,4215000,37.5047
844,15.615,4936.62,5053.22,844,-39817.91015625,4220000,37.2441
845,15.4294,4934.13,5044.56,845,-41741.35546875,4225000,37.7806
846,24.9538,4969.39,5096.49,846,-43919.85546875,4230000,37.8921
847,16.5083,4787.92,4957.23,847,-44467.234375,4235000,38.2076
848,15.6607,4894.2,5029.09,848,-38981.0546875,4240000,37.3313
849,15.2764,4801.7,5053.02,849,-40743.75390625,4245000,37.6545
850,15.6268,4821.6,4897.87,850,-42926.40234375,4250000,37.7199
851,15.6859,4855.27,5005.1,851,-44930.4375,4255000,38.1427
852,15.3846,4936.86,5103.99,852,-40401.98828125,4260000,37.6071
853,19.3291,3890.08,4967.19,853,-45059.6015625,4265000,37.8023
854,14.8827,4807.15,5132.47,854,-39818.6640625,4270000,37.0774
855,14.8821,4922.7,5066.75,855,-40198.7734375,4275000,37.7195
856,15.2481,4852.07,4963.27,856,-39813.04296875,4280000,37.5302
857,15.7568,4706.02,4808.41,857,-42557.51171875,4285000,37.5923
858,15.5418,4983.07,5148.75,858,-39527.28125,4290000,37.247
859,14.7911,4313.38,5040.51,859,-40343.37890625,4295000,37.4788
860,17.2858,3920.09,3789.49,860,-48117.87109375,4300000,39.183
861,18.6926,4694.2,5038.64,861,-43017.60546875,4305000,37.9025
862,15.7974,4887.6,5079.76,862,-40411.32421875,4310000,37.7127
863,15.7041,4975.24,5097.47,863,-39184.796875,4315000,37.3495
864,15.1893,4975.97,5079.15,864,-41902.51953125,4320000,36.9595
865,15.8319,4901.41,5055.06,865,-41375.39453125,4325000,37.7818
866,15.4897,4954.43,5067.29,866,-40292.5859375,4330000,37.1368
867,15.3846,4927.48,5055.22,867,-41124.84375,4335000,37.3305
868,15.8089,4934.52,5042.29,868,-41894.5234375,4340000,37.5847
869,15.6144,4965.79,5056.32,869,-39569.18359375,4345000,36.7018
870,15.5878,4895.17,4920.81,870,-40804.8125,4350000,37.1644
871,15.6622,4946.43,5028.62,871,-40179.09375,4355000,37.0175
872,20.1815,4757.17,4975.57,872,-41182.5078125,4360000,37.9646
873,15.904,4911.29,4955.1,873,-38794.26171875,4365000,37.1682
874,16.0761,4958.17,4977.3,874,-38235.0546875,4370000,37.6222
875,16.2457,4940.9,4981.22,875,-39396.74609375,4375000,37.3358
876,15.2772,4910.39,4998.69,876,-38200.67578125,4380000,37.7286
877,16.0308,4963.87,5035.73,877,-37742.01171875,4385000,37.4922
878,15.549,4960.18,5020.72,878,-39337.01171875,4390000,36.8408
879,19.5268,4971.34,5067.76,879,-40153.875,4395000,36.9715
880,15.3398,4943.74,5003.09,880,-38112.3828125,4400000,36.8997
881,16.2076,4983.33,5079.73,881,-39874.9296875,4405000,37.5484
882,15.9168,4943.3,5021.17,882,-39421.31640625,4410000,37.4848
883,15.9644,4935.76,5017.28,883,-40150.21875,4415000,37.5042
884,15.7191,4841.03,4913.45,884,-40432.625,4420000,37.1594
885,16.5938,4933.8,5012.21,885,-41308.73828125,4425000,38.0494
886,15.9768,4888.42,4960.26,886,-40990.40625,4430000,37.4149
887,16.2093,4938.6,5010.6,887,-42481.09375,4435000,37.6979
888,15.7383,4915.8,5032.05,888,-40833.234375,4440000,37.645
889,15.1792,4929.55,5014.55,889,-42212.5703125,4445000,37.7532
890,16.3291,4943.72,5022.02,890,-42743.7265625,4450000,37.8839
891,16.6372,4887.79,4903.9,891,-44912.64453125,4455000,38.5096
892,17.5629,4859.79,4903.25,892,-43805.0390625,4460000,38.8014
893,17.3566,4713.88,4905.85,893,-44978.25390625,4465000,38.4528
894,16.4388,4884.65,4968.05,894,-43368.8515625,4470000,38.2779
895,16.5341,4540.83,4798.22,895,-44962.0625,4475000,38.6619
896,19.3037,4506.33,4795.32,896,-44616.93359375,4480000,38.463
897,18.2403,4671.93,4928.08,897,-43164.40234375,4485000,38.8211
898,17.0745,4652.94,5001.32,898,-41194.30859375,4490000,37.7295
899,17.0343,4920.5,4992.74,899,-41035.3984375,4495000,37.7131
900,16.6983,4945.74,5024.85,900,-40392.625,4500000,37.1415
901,16.1513,4983.42,5052.52,901,-39562.25390625,4505000,37.2385
902,16.6041,4855.53,4891.54,902,-43234.74609375,4510000,38.1033
903,16.668,4889.37,4951.18,903,-42019.23046875,4515000,38.1278
904,16.2992,4891.47,4897.81,904,-40772.0078125,4520000,37.9041
905,17.6947,4926.94,4992.06,905,-42664.23046875,4525000,38.5089
906,17.1288,4911.53,4998.75,906,-41572.94921875,4530000,38.0104
907,16.4569,4947.01,5020.97,907,-42454.62890625,4535000,37.5431
908,16.7326,4944.76,5041.12,908,-44094.71484375,4540000,37.8177
909,17.4793,4944.78,5068.51,909,-43645.25390625,4545000,38.117
910,17.2051,4938.77,5009.16,910,-42850.04296875,4550000,38.3889
911,15.9356,4955.7,5060.82,911,-44670.421875,4555000,37.8644
912,16.4908,4906.52,4965.53,912,-42855.390625,4560000,37.587
913,16.9019,4872.59,4912.52,913,-42708.28125,4565000,38.219
914,17.0854,4954.56,5024.64,914,-45124.66015625,4570000,38.0099
915,16.5711,4748.51,4995.78,915,-44699.9609375,4575000,37.945
916,16.5732,4903.24,5011.2,916,-44837.8671875,4580000,38.0348
917,16.5083,5019.89,5106.05,917,-42864.07421875,4585000,37.7642
918,16.4931,4944.23,5036.07,918,-42578.546875,4590000,38.0124
919,16.8954,4997.7,5113.02,919,-44213.5625,4595000,37.7866
920,16.5325,4898.1,5002.34,920,-42934.3671875,4600000,37.9458
921,16.0264,4152.58,4381.44,921,-42076.2890625,4605000,38.2493
922,15.5412,4616.81,5034.26,922,-45319.421875,4610000,38.3923
923,15.2412,4823.27,5050.5,923,-44377.84765625,4615000,38.0001
924,16.8363,4919.64,4939.2,924,-43217.3984375,4620000,37.6671
925,17.0185,4943.4,4969.44,925,-42712.38671875,4625000,37.1098
926,16.71,4890.88,4978.73,926,-43519.7421875,4630000,37.4052
927,16.419,4739.23,5057.56,927,-43885.2109375,4635000,37.5348
928,16.0187,4994.31,5042.69,928,-43878.7109375,4640000,36.8319
929,26.4568,1707.47,-1.31,929,-54205.0,4645000,41.0944
930,19.0758,2983.76,2173.39,930,-50472.92578125,4650000,39.9609
931,16.3572,4695.93,4845.38,931,-41140.46484375,4655000,38.0873
932,16.2281,4724.44,4821.27,932,-40760.86328125,4660000,37.2389
933,16.3217,4846.84,4936.9,933,-39678.02734375,4665000,37.305
934,16.1088,4818.59,4886.6,934,-43294.2734375,4670000,38.0062
935,17.1641,4884.99,4931.55,935,-42135.62109375,4675000,37.7234
936,17.2836,4915.03,4948.35,936,-42370.30078125,4680000,37.1278
937,18.0028,4676.94,4897.48,937,-44631.6875,4685000,37.8539
938,17.1824,4904.4,4959.64,938,-43844.0546875,4690000,37.8343
939,17.5511,4912.1,4908.18,939,-44157.71875,4695000,37.7861
940,16.57,4903.21,4918.56,940,-43312.515625,4700000,38.0301
941,16.4008,4942.63,5013.71,941,-43037.6875,4705000,38.022
942,16.165,4931.23,5020.24,942,-42790.84765625,4710000,37.1783
943,16.0455,4667.75,4911.96,943,-45783.4375,4715000,38.7273
944,15.7799,4853.58,4890.73,944,-43809.04296875,4720000,38.3347
945,15.8792,4764.07,4923.23,945,-45384.5625,4725000,37.9611
946,15.4434,4622.9,4812.58,946,-45046.60546875,4730000,38.4789
947,16.0977,4842.95,4938.6,947,-42913.66796875,4735000,38.4353
948,16.5886,4788.92,4879.96,948,-46399.921875,4740000,38.7799
949,15.5462,4815.14,4887.89,949,-43536.21875,4745000,37.9302
950,16.3288,4789.31,4922.96,950,-42442.203125,4750000,37.4049
951,15.3,4071.37,4832.31,951,-44852.46875,4755000,38.2588
952,16.8728,4885.44,4807.32,952,-43507.10546875,4760000,37.6586
953,17.1793,4852.68,4916.25,953,-44565.45703125,4765000,37.8495
954,16.1226,4980.93,4989.36,954,-43417.10546875,4770000,37.1086
955,18.0373,4996.43,5030.17,955,-43999.9140625,4775000,38.0888
956,17.1902,5009.72,5081.8,956,-42200.51953125,4780000,37.1464
957,18.0082,4998.29,5043.38,957,-42646.83203125,4785000,37.5461
958,16.7942,4958.51,5005.46,958,-43392.9375,4790000,37.601
959,16.6931,4902.4,4925.42,959,-43725.92578125,4795000,37.7161
960,16.7014,5002.13,5055.55,960,-43983.33203125,4800000,37.0309
961,17.2217,4985.01,5062.45,961,-44611.17578125,4805000,37.5336
962,17.1969,4971.68,5025.66,962,-44859.09765625,4810000,37.5025
963,16.7745,5018.07,5068.28,963,-43969.33984375,4815000,36.9138
964,15.8195,5015.87,5052.75,964,-45031.98828125,4820000,37.2772
965,17.1786,4981.25,5049.59,965,-45409.71484375,4825000,37.2471
966,17.4936,5043.11,5111.1,966,-45113.79296875,4830000,37.6375
967,16.3102,5058.73,5161.82,967,-45848.02734375,4835000,37.3519
968,16.8415,5020.71,5107.37,968,-46417.4375,4840000,38.006
969,17.1398,5010.75,5159.64,969,-46543.51171875,4845000,37.6741
970,16.2442,4969.22,5109.2,970,-46003.609375,4850000,37.3191
971,16.5176,5001.5,5110.33,971,-46828.765625,4855000,37.7278
972,15.2963,4979.19,5148.97,972,-48733.484375,4860000,37.9341
973,15.9183,5023.34,5194.3,973,-47778.71484375,4865000,37.2033
974,16.8058,5006.48,5151.13,974,-47710.66796875,4870000,37.7662
975,16.8337,5025.43,5189.49,975,-47415.5625,4875000,37.813
976,17.0868,5035.84,5165.1,976,-47324.59375,4880000,37.1583
977,16.2859,5062.94,5179.4,977,-44871.70703125,4885000,37.1033
978,16.0485,4425.4,4755.55,978,-44808.12109375,4890000,37.1711
979,77.3413,312.13,233.04,979,-57380.8828125,4895000,52.2994
980,20.3358,863.18,905.57,980,-60273.515625,4900000,50.6051
981,18.5366,4193.69,3369.56,981,-50014.08984375,4905000,41.4843
982,16.4156,4084.32,4781.41,982,-43210.5234375,4910000,39.3025
983,20.4688,4822.4,4812.7,983,-52173.11328125,4915000,41.4242
984,16.8389,4795.13,4972.77,984,-45195.21875,4920000,38.2014
985,18.2447,4670.35,4766.28,985,-46584.9765625,4925000,38.4179
986,18.502,5032.92,5110.48,986,-46984.81640625,4930000,37.5947
987,18.6927,5025.64,5033.87,987,-44404.8203125,4935000,37.676
988,16.2716,4769.07,4971.1,988,-44658.83203125,4940000,37.5287
989,17.2846,5047.6,5188.96,989,-46898.3359375,4945000,37.5658
990,16.4691,5024.33,5073.93,990,-44890.41015625,4950000,36.9526
991,16.8641,5035.92,5120.42,991,-44123.4609375,4955000,37.0679
992,16.417,4970.45,5024.12,992,-43984.78515625,4960000,37.1131
993,15.3456,4774.49,5091.19,993,-45390.69140625,4965000,36.9028
994,16.3598,4979.86,5108.57,994,-44388.96484375,4970000,36.8003
995,15.99,4840.37,5126.44,995,-45321.3984375,4975000,37.5631
996,14.035,4709.14,5124.11,996,-45607.88671875,4980000,37.7146
997,16.2433,4921.82,5064.33,997,-44232.41015625,4985000,37.8703
998,16.0766,4963.45,5052.3,998,-43940.859375,4990000,37.3368
999,15.453,3993.8,4648.5,999,-43712.796875,4995000,37.4051
1000,15.448,4975.63,4923.1,1000,-45701.453125,5000000,37.9327
1001,15.5837,4925.76,5046.36,1001,-44851.98828125,5005000,37.6613
1002,16.2594,5014.69,5129.77,1002,-44295.2578125,5010000,37.4479
1003,16.2386,4981.52,5071.3,1003,-44626.1171875,5015000,37.7643
1004,16.4583,4903.5,5132.85,1004,-45867.84375,5020000,37.5869
1005,15.4555,4720.0,2758.47,1005,-45265.625,5025000,37.4851
1006,17.3121,5065.53,5223.13,1006,-45567.3125,5030000,37.4446
1007,16.872,5100.68,5187.62,1007,-45125.25390625,5035000,36.764
1008,16.0961,4753.46,4778.2,1008,-47716.6171875,5040000,36.7345
1009,16.7846,5092.5,5121.26,1009,-45005.69921875,5045000,37.4048
1010,16.5767,4341.95,5184.58,1010,-46267.0,5050000,37.0072
1011,16.3949,3850.33,5169.81,1011,-47629.56640625,5055000,37.8619
1012,16.6543,5065.58,5228.66,1012,-47708.81640625,5060000,37.4025
1013,16.7639,5036.08,5126.23,1013,-46932.04296875,5065000,36.8253
1014,15.2657,4783.42,5054.86,1014,-48708.34375,5070000,37.7821
1015,16.7592,3997.96,4652.72,1015,-50860.22265625,5075000,38.7722
1016,16.6766,4705.39,4839.52,1016,-47293.2734375,5080000,37.4375
1017,18.2165,2523.98,3069.81,1017,-54047.44921875,5085000,40.9517
1018,15.1576,3064.44,4512.41,1018,-50132.34765625,5090000,40.6142
1019,15.6847,4415.8,4702.4,1019,-48828.203125,5095000,39.5162
1020,17.841,3480.56,1801.58,1020,-46718.8359375,5100000,38.8396
1021,17.2396,5064.33,4467.72,1021,-51191.1171875,5105000,38.7717
1022,18.2724,4816.53,5126.33,1022,-46117.265625,5110000,38.2072
1023,17.4013,4833.05,3382.72,1023,-47836.828125,5115000,37.5614
1024,16.7698,5061.29,5210.52,1024,-50285.9296875,5120000,37.6764
1025,18.5465,5077.82,5177.23,1025,-49539.83203125,5125000,37.8889
1026,17.8996,5051.75,5146.07,1026,-47393.11328125,5130000,37.2647
1027,16.8585,4963.69,5079.49,1027,-49219.703125,5135000,36.8664
1028,16.2861,4973.44,5082.21,1028,-49084.97265625,5140000,37.1091
1029,16.6297,4819.34,4921.2,1029,-49731.27734375,5145000,37.3517
1030,13.7805,3289.82,3460.57,1030,-50634.0625,5150000,37.8067
1031,36.8867,696.91,499.94,1031,-48734.28125,5155000,42.9802
1032,28.7862,527.76,361.74,1032,-59048.81640625,5160000,44.5832
1033,18.404,513.17,473.63,1033,-65479.85546875,5165000,46.5252
1034,17.137,812.36,837.07,1034,-66806.3125,5170000,46.0585
1035,53.196,261.92,39.4,1035,-43248.8125,5175000,49.7397
1036,17.7204,2091.54,1827.72,1036,-57100.54296875,5180000,42.8505
1037,15.7519,3136.06,1303.02,1037,-57566.26171875,5185000,42.8577
1038,19.8953,4270.32,3988.81,1038,-50511.81640625,5190000,40.4454
1039,20.0125,4728.22,4536.95,1039,-48325.66015625,5195000,39.5253
1040,17.6867,4644.55,4641.86,1040,-50486.17578125,5200000,38.915
1041,18.4425,4520.86,4531.44,1041,-49618.1640625,5205000,38.7629
1042,17.8206,4279.32,3846.13,1042,-47831.6015625,5210000,38.2383
1043,18.7048,4863.52,4715.81,1043,-49334.59375,5215000,38.5611
1044,19.8601,4961.91,5090.04,1044,-45750.05078125,5220000,38.6701
1045,19.853,5061.83,5163.35,1045,-45504.01171875,5225000,38.2069
1046,18.5756,5052.01,5165.0,1046,-48209.171875,5230000,37.9076
1047,19.358,5084.77,5056.77,1047,-46802.3046875,5235000,37.886
1048,18.8436,5020.89,5042.11,1048,-48253.7421875,5240000,38.2325
1049,18.6031,5004.8,5002.71,1049,-52157.19921875,5245000,38.2566
1050,18.7706,5056.0,5117.62,1050,-52822.65234375,5250000,38.4017
1051,19.694,5016.47,5173.52,1051,-52859.890625,5255000,38.4668
1052,19.8428,5006.88,5124.68,1052,-51498.28515625,5260000,38.5506
1053,20.0517,5009.55,5152.04,1053,-53521.65625,5265000,39.0295
1054,20.0286,5029.73,5140.37,1054,-53471.68359375,5270000,38.1401
1055,18.941,5021.45,5147.87,1055,-52548.57421875,5275000,38.0225
1056,21.7944,4999.74,5140.42,1056,-52224.4921875,5280000,38.5442
1057,18.8726,5068.42,5199.58,1057,-51899.55078125,5285000,37.9385
1058,18.4401,4552.05,5187.52,1058,-51660.703125,5290000,37.9119
1059,19.8699,5065.17,5136.26,1059,-51322.37109375,5295000,38.5943
1060,17.4299,4569.46,5109.45,1060,-51118.32421875,5300000,37.6755
1061,22.6025,3563.02,4817.23,1061,-52792.4296875,5305000,38.943
1062,18.965,4989.74,5047.02,1062,-50875.0390625,5310000,38.8416
1063,18.1903,4776.19,5021.37,1063,-51720.15625,5315000,37.8741
1064,23.2106,3926.72,4929.38,1064,-55717.72265625,5320000,39.3903
1065,31.5424,444.66,268.44,1065,-60678.56640625,5325000,45.2238
1066,21.6638,4027.86,4166.04,1066,-52854.828125,5330000,38.9107
1067,21.9096,2874.06,3639.03,1067,-52852.5390625,5335000,38.9057
1068,21.1428,4568.45,3928.37,1068,-52583.0390625,5340000,38.7387
1069,19.6114,5035.6,5179.44,1069,-50645.6171875,5345000,38.7764
1070,18.377,5024.01,5159.23,1070,-52734.125,5350000,38.18
1071,19.8238,5037.35,5193.09,1071,-50868.8984375,5355000,38.9815
1072,20.1941,5056.84,5189.05,1072,-48801.2578125,5360000,39.0431
1073,20.1438,4979.29,5030.8,1073,-52774.6796875,5365000,38.6898
1074,19.442,4639.74,4972.76,1074,-54771.7890625,5370000,39.3548
1075,19.6384,4936.52,5059.34,1075,-54247.87890625,5375000,39.045
1076,19.7686,4953.16,5028.98,1076,-53859.33984375,5380000,38.996
1077,19.7591,4946.52,5042.94,1077,-53257.1171875,5385000,39.191
1078,19.0854,4907.8,5015.36,1078,-51249.6875,5390000,38.9687
1079,19.4479,4973.67,5074.37,1079,-54175.83984375,5395000,39.0645
1080,19.5256,5029.85,5172.55,1080,-52392.78125,5400000,38.0056
1081,18.6411,4947.53,5078.59,1081,-52745.37890625,5405000,38.6335
1082,19.5208,4925.49,5023.44,1082,-54398.23828125,5410000,39.7713
1083,19.5646,4905.97,4942.05,1083,-53843.1875,5415000,39.3742
1084,19.0243,4940.36,4981.8,1084,-53391.22265625,5420000,39.5999
1085,20.3523,5006.27,5096.54,1085,-51767.1484375,5425000,39.8319
1086,20.569,4968.84,5064.14,1086,-52127.49609375,5430000,39.9761
1087,18.8792,4938.1,5038.61,1087,-53589.66796875,5435000,39.2782
1088,18.617,4954.73,5060.53,1088,-54564.01171875,5440000,39.8391
1089,20.0552,5008.86,5098.11,1089,-49364.24609375,5445000,39.2716
1090,19.8439,4935.52,5053.41,1090,-52980.796875,5450000,39.3166
1091,19.3772,4946.65,5029.24,1091,-53036.515625,5455000,39.6332
1092,17.8466,4957.69,5084.24,1092,-52920.10546875,5460000,39.0608
1093,19.6717,4790.54,4983.78,1093,-50369.5234375,5465000,39.6831
1094,18.0847,4936.27,5018.98,1094,-52169.65625,5470000,39.1239
1095,19.043,4980.82,5155.28,1095,-51991.3046875,5475000,39.691
1096,19.3454,5067.68,5200.33,1096,-50511.1328125,5480000,39.122
1097,20.0758,4923.77,5057.5,1097,-56477.6015625,5485000,40.4875
1098,19.4971,5071.64,5192.92,1098,-51710.45703125,5490000,38.9794
1099,18.5595,4936.89,5206.63,1099,-52041.5546875,5495000,38.6803
1100,19.4566,5131.97,5195.47,1100,-52196.4765625,5500000,39.3395
1101,18.987,5057.23,5164.02,1101,-52502.45703125,5505000,39.4745
1102,20.319,4794.87,5146.41,1102,-54811.68359375,5510000,40.1016
1103,17.6793,5055.51,5201.26,1103,-54876.49609375,5515000,39.325
1104,19.9913,5050.77,5212.29,1104,-51895.72265625,5520000,38.4564
1105,19.3472,4852.25,5166.72,1105,-53156.7421875,5525000,39.0387
1106,20.8317,5094.8,5151.68,1106,-53310.1640625,5530000,38.8278
1107,19.16,5039.9,5160.63,1107,-52520.203125,5535000,38.671
1108,20.4914,4575.15,5135.78,1108,-52377.609375,5540000,39.6171
1109,38.333,497.07,268.49,1109,-59769.4140625,5545000,51.038
1110,20.8509,4994.09,3585.66,1110,-50861.45703125,5550000,38.9068
1111,19.4658,3101.28,2087.08,1111,-51398.0546875,5555000,38.5999
1112,20.6038,4966.33,5087.0,1112,-55428.82421875,5560000,40.0295
1113,20.1577,5041.14,5163.55,1113,-53878.296875,5565000,39.5265
1114,20.6508,4960.92,5077.81,1114,-55694.01171875,5570000,39.403
1115,20.3099,4975.36,5082.99,1115,-55069.8984375,5575000,39.834
1116,19.845,4974.21,5073.15,1116,-55038.52734375,5580000,39.2312
1117,21.1336,4941.02,5028.82,1117,-55424.19921875,5585000,40.3374
1118,21.4741,5006.05,5089.92,1118,-54998.9296875,5590000,39.8791
1119,20.1779,5020.71,5167.22,1119,-55508.9140625,5595000,39.6019
1120,21.0566,4948.44,5042.3,1120,-56104.015625,5600000,40.0184
1121,20.6155,4981.21,5093.24,1121,-57312.7421875,5605000,39.398
1122,20.5407,4967.14,5086.08,1122,-56814.64453125,5610000,39.4056
1123,20.1611,4993.75,5109.08,1123,-54872.71875,5615000,39.427
1124,19.9782,4970.34,5089.3,1124,-54309.78515625,5620000,39.0337
1125,19.6048,5038.3,5191.73,1125,-54702.7109375,5625000,38.614
1126,20.7225,5002.13,5105.9,1126,-56268.4140625,5630000,39.4626
1127,20.0314,4951.24,5038.05,1127,-55132.5390625,5635000,40.1771
1128,19.6642,5012.85,5142.69,1128,-53573.02734375,5640000,39.71
1129,19.8877,5003.14,5115.88,1129,-55482.55859375,5645000,38.8448
1130,18.7388,5000.73,5104.37,1130,-53593.546875,5650000,38.4923
1131,18.4407,4919.68,5015.1,1131,-54882.44921875,5655000,38.9104
1132,19.287,5020.07,5135.94,1132,-55663.10546875,5660000,39.4152
1133,19.0008,4836.84,5057.5,1133,-54984.6015625,5665000,37.9364
1134,17.7602,5073.78,5158.5,1134,-51910.03125,5670000,37.9868
1135,18.9081,4552.02,5166.25,1135,-55597.76953125,5675000,38.3247
1136,18.954,5011.55,5151.21,1136,-53924.2578125,5680000,39.0989
1137,18.8418,5013.0,5140.52,1137,-51936.47265625,5685000,38.3417
1138,19.4585,5040.49,5175.69,1138,-54278.04296875,5690000,38.5904
1139,19.7969,5028.32,5118.19,1139,-52836.625,5695000,38.4974
1140,19.8031,5060.32,5168.5,1140,-55814.26171875,5700000,38.6448
1141,19.1076,5051.6,5197.55,1141,-56421.3046875,5705000,38.4423
1142,19.9569,5093.8,5193.8,1142,-54334.42578125,5710000,38.6417
1143,18.6047,5052.28,5207.57,1143,-50809.8984375,5715000,37.4728
1144,18.9025,5037.24,5181.42,1144,-53853.3359375,5720000,38.0495
1145,19.2957,5080.6,5210.54,1145,-51295.83984375,5725000,37.9034
1146,17.6642,5086.84,5224.81,1146,-52117.90234375,5730000,37.7481
1147,18.1533,5155.96,5290.96,1147,-52212.74609375,5735000,37.8425
1148,17.3959,4847.07,5258.17,1148,-53907.76953125,5740000,38.5863
1149,18.2776,5133.31,5302.96,1149,-51417.4453125,5745000,37.3655
1150,19.0019,5088.55,5209.69,1150,-53101.40234375,5750000,37.7094
1151,18.15,4900.4,5267.63,1151,-50025.10546875,5755000,37.8073
1152,19.7582,5051.56,5189.53,1152,-54717.7421875,5760000,38.2297
1153,17.8561,5095.21,5184.88,1153,-54967.9921875,5765000,38.2514
1154,19.2076,5018.64,5129.91,1154,-54570.50390625,5770000,38.939
1155,19.246,4846.72,5169.69,1155,-55427.421875,5775000,38.6401
1156,20.042,5073.55,5225.89,1156,-54504.2578125,5780000,38.5365
1157,18.5448,5124.56,5225.59,1157,-54099.3984375,5785000,38.012
1158,18.538,5110.34,5220.55,1158,-55615.0234375,5790000,37.8647
1159,19.6785,5103.35,5259.46,1159,-52424.26171875,5795000,38.0971
1160,18.8615,4547.62,5115.71,1160,-55845.7421875,5800000,39.3812
1161,17.0795,4616.83,5223.14,1161,-56622.9140625,5805000,38.9529
1162,58.6902,400.33,215.75,1162,-65018.80859375,5810000,49.9912
