Real Det Return,Running Update Time,Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Forward KL
4132.78,385,-3650.641357421875,16.5045,385,4555.5,1925000,40.741
4916.48,386,-3648.219482421875,17.1418,386,4728.0,1930000,40.3037
4833.64,387,-3580.217529296875,16.1798,387,4487.62,1935000,40.6518
4802.91,388,-3633.902587890625,15.7011,388,3715.46,1940000,41.0564
4808.96,389,-3441.724365234375,16.2788,389,4689.29,1945000,40.072
4866.59,390,-3433.6591796875,16.1203,390,4741.16,1950000,40.4067
4747.24,391,-3545.358642578125,17.9041,391,4648.81,1955000,40.5155
4842.41,392,-3586.1923828125,16.5882,392,4645.35,1960000,40.5182
4933.61,393,-3724.08203125,16.2592,393,4772.75,1965000,40.9133
4934.52,394,-3569.146484375,16.5752,394,4823.19,1970000,40.6818
5001.52,395,-3747.408447265625,15.7106,395,4766.09,1975000,40.1445
4931.22,396,-3316.8330078125,16.2744,396,4453.69,1980000,40.6245
4946.63,397,-3258.78759765625,16.7385,397,4800.03,1985000,40.3995
4952.11,398,-3253.0703125,16.7372,398,4793.28,1990000,40.3387
4853.8,399,-3396.03759765625,16.7028,399,4553.69,1995000,40.6922
4906.02,400,-3668.076904296875,15.799,400,4793.63,2000000,40.7071
4862.2,401,-3573.865966796875,16.6315,401,4760.76,2005000,40.8343
4851.74,402,-3622.82177734375,17.103,402,4738.3,2010000,40.4345
4915.74,403,-3390.6533203125,16.4989,403,4165.66,2015000,40.5806
4962.89,404,-3335.45263671875,16.4925,404,4536.82,2020000,40.3361
5019.44,405,-3594.33837890625,14.54,405,2956.71,2025000,40.7389
4966.64,406,-3451.107421875,16.3921,406,4656.98,2030000,40.7511
7.95,407,-3184.559814453125,18.6447,407,721.67,2035000,51.0037
31.76,408,-4194.693359375,53.819,408,32.28,2040000,43.0364
4284.67,409,-3601.527099609375,18.0928,409,3381.45,2045000,40.9075
4460.94,410,-3216.800537109375,16.8772,410,4182.73,2050000,40.5422
4272.12,411,-3962.654541015625,17.5441,411,4195.28,2055000,40.087
1671.19,412,-4531.2978515625,22.7818,412,2634.49,2060000,42.1359
4257.64,413,-4308.78369140625,20.5016,413,3247.79,2065000,41.1204
4760.3,414,-3861.28271484375,16.4135,414,4670.0,2070000,40.1543
4741.53,415,-3807.276611328125,21.1011,415,4610.53,2075000,41.0789
4824.54,416,-4115.73681640625,16.6628,416,4503.05,2080000,40.8395
4981.92,417,-4009.511962890625,17.375,417,4463.05,2085000,40.7611
3354.66,418,-4072.496337890625,20.3443,418,4025.24,2090000,40.6052
5047.07,419,-4223.234375,17.1096,419,3573.19,2095000,41.7449
3453.12,420,-4262.693359375,17.5093,420,3358.25,2100000,40.6245
4871.44,421,-3966.8583984375,18.0077,421,4176.3,2105000,40.5847
4356.65,422,-4264.1943359375,18.6406,422,4622.72,2110000,41.2621
4880.96,423,-4242.30419921875,17.3958,423,4762.89,2115000,41.2557
4946.17,424,-4201.1005859375,19.6183,424,4165.69,2120000,40.6863
4497.45,425,-4268.44189453125,24.9205,425,3708.89,2125000,41.0778
4964.68,426,-3890.797119140625,19.2839,426,4330.09,2130000,40.4913
4848.04,427,-3628.248779296875,18.5737,427,4422.11,2135000,41.0717
4954.48,428,-3756.924072265625,17.9703,428,4721.97,2140000,41.1465
4937.26,429,-4004.179443359375,19.307,429,4827.74,2145000,40.6056
4917.0,430,-3885.002197265625,18.6436,430,4753.26,2150000,41.2136
4943.45,431,-4027.77392578125,17.7397,431,4633.31,2155000,40.6606
4872.49,432,-4087.54931640625,19.1514,432,4790.91,2160000,40.3791
4776.99,433,-3630.168701171875,18.6622,433,4764.64,2165000,40.4487
4856.01,434,-3892.279541015625,17.7614,434,4620.82,2170000,40.661
4936.6,435,-4145.97119140625,17.8144,435,4840.2,2175000,40.3678
4867.22,436,-3987.220703125,17.4604,436,4775.07,2180000,40.0998
4878.75,437,-3903.8984375,18.3837,437,4593.08,2185000,40.4364
4863.67,438,-4358.154296875,17.1529,438,4714.26,2190000,40.1927
4938.98,439,-4069.203369140625,19.0107,439,4720.24,2195000,41.1955
4956.53,440,-4119.705078125,17.0126,440,4598.93,2200000,40.8012
4854.6,441,-3823.573486328125,18.297,441,4818.01,2205000,40.1637
4843.57,442,-3711.172607421875,17.9728,442,4771.43,2210000,40.5586
4883.47,443,-3722.870849609375,18.7479,443,4817.84,2215000,40.3838
4955.51,444,-4103.0634765625,17.264,444,4809.92,2220000,40.5835
4970.52,445,-3806.186767578125,16.33,445,4529.58,2225000,40.752
5001.08,446,-4244.5048828125,17.3792,446,4859.22,2230000,40.0765
4365.24,447,-4343.40771484375,21.3568,447,4510.12,2235000,40.2201
4954.57,448,-4140.767578125,17.0798,448,4902.16,2240000,40.4235
4886.2,449,-3859.016357421875,15.9466,449,4792.33,2245000,40.1096
4881.2,450,-4118.482421875,17.1628,450,4792.23,2250000,40.2377
4899.88,451,-3876.496337890625,17.4087,451,4838.73,2255000,40.0632
4951.47,452,-3916.819091796875,16.6252,452,4817.71,2260000,39.8146
4938.13,453,-4071.693359375,16.4145,453,4606.43,2265000,40.0388
4931.32,454,-4493.82421875,16.8688,454,4835.53,2270000,40.154
4927.31,455,-3981.211181640625,16.8676,455,4783.63,2275000,39.9229
4964.42,456,-4259.8720703125,17.9003,456,4835.65,2280000,39.7927
4949.03,457,-4445.6640625,16.1357,457,4767.96,2285000,39.9084
4936.74,458,-4493.84423828125,19.1459,458,4684.04,2290000,41.0747
4921.27,459,-4171.53515625,22.175,459,4808.49,2295000,40.9299
4929.25,460,-4246.6181640625,18.1727,460,4611.92,2300000,40.374
4891.34,461,-4359.25927734375,16.7778,461,4617.27,2305000,40.4013
4922.81,462,-4050.461181640625,17.6583,462,4816.64,2310000,40.4452
4894.5,463,-4384.2294921875,18.1965,463,4813.18,2315000,40.2892
4864.35,464,-4148.38671875,17.2006,464,4751.54,2320000,39.9599
4746.96,465,-4637.19482421875,20.2467,465,4627.11,2325000,39.5316
4870.57,466,-4441.71240234375,17.1774,466,4438.22,2330000,40.127
4830.29,467,-4423.3056640625,16.268,467,4707.67,2335000,39.7273
4922.05,468,-4304.40185546875,17.7118,468,4836.13,2340000,39.6713
4822.14,469,-4465.0478515625,17.0399,469,4603.37,2345000,39.9601
4882.23,470,-4652.72509765625,18.0599,470,4529.96,2350000,40.1976
4882.82,471,-4464.662109375,17.777,471,4606.0,2355000,39.9617
4894.47,472,-4723.62060546875,18.0918,472,4786.01,2360000,40.0137
4924.12,473,-4492.83056640625,17.7103,473,4879.2,2365000,40.1065
4816.02,474,-4361.173828125,17.6753,474,4407.28,2370000,40.335
4433.22,475,-4449.30859375,16.641,475,4723.73,2375000,39.746
4803.32,476,-4261.41455078125,17.1081,476,4772.38,2380000,40.2146
4982.33,477,-4287.8720703125,16.9044,477,4873.67,2385000,39.9504
4842.36,478,-4207.974609375,16.6446,478,4775.81,2390000,40.223
4896.25,479,-4384.91455078125,17.0329,479,4715.66,2395000,40.376
4940.91,480,-4448.783203125,16.2145,480,4564.77,2400000,40.0733
4935.85,481,-4374.50048828125,16.4686,481,4635.19,2405000,40.5259
4924.53,482,-4686.1630859375,16.1568,482,4779.43,2410000,39.9458
4814.08,483,-4899.2646484375,17.2348,483,4317.47,2415000,39.8399
3330.83,484,-4999.07763671875,18.2037,484,3476.43,2420000,41.1293
4763.76,485,-4468.81005859375,16.7497,485,4253.59,2425000,40.2395
4828.66,486,-4665.2890625,15.5639,486,4764.02,2430000,40.6702
4841.57,487,-4655.79150390625,16.4962,487,4752.39,2435000,40.2552
4880.05,488,-4848.365234375,16.7035,488,4839.95,2440000,40.2813
4829.7,489,-5123.54833984375,18.2275,489,4697.62,2445000,39.8262
4933.54,490,-4854.66845703125,17.8727,490,4849.35,2450000,40.9525
4920.92,491,-4841.56787109375,17.8416,491,4823.45,2455000,40.645
4801.41,492,-5041.63330078125,16.4884,492,4304.83,2460000,40.2242
4921.4,493,-4770.53955078125,16.8557,493,4825.24,2465000,40.5991
4848.4,494,-4991.4189453125,18.6988,494,4729.94,2470000,40.8839
4909.78,495,-4801.73486328125,17.0122,495,4389.58,2475000,40.048
4943.4,496,-4914.95263671875,17.6121,496,4812.79,2480000,40.1357
4945.45,497,-4602.92724609375,15.49,497,4689.74,2485000,40.3298
4854.52,498,-5062.07470703125,18.2501,498,4612.24,2490000,39.9669
4910.06,499,-5121.33740234375,14.9838,499,4434.34,2495000,40.5106
3209.52,500,-5099.603515625,15.3741,500,2746.92,2500000,40.0888
2434.2,501,-5455.7197265625,15.424,501,3025.47,2505000,41.3478
2348.65,502,-5069.626953125,19.1122,502,2381.04,2510000,41.8531
1769.83,503,-5338.03466796875,14.4977,503,957.78,2515000,41.7537
4864.9,504,-4878.39306640625,16.2967,504,4829.09,2520000,40.1151
4588.1,505,-5285.85009765625,16.9171,505,4446.64,2525000,40.8198
4679.9,506,-5160.99951171875,17.0477,506,4511.7,2530000,40.487
4776.8,507,-5202.5791015625,16.5987,507,4728.65,2535000,40.777
4809.72,508,-5123.12548828125,17.0903,508,4183.88,2540000,40.2744
4812.11,509,-5264.830078125,17.7128,509,4794.5,2545000,40.51
4762.3,510,-5227.61328125,16.166,510,4734.17,2550000,40.3395
4643.54,511,-5126.0546875,13.8221,511,3396.76,2555000,40.6425
-3.72,512,-5998.8955078125,30.6738,512,-4.02,2560000,46.2011
4606.94,513,-5482.06689453125,14.5057,513,3479.67,2565000,40.8617
4697.87,514,-5104.76318359375,15.5567,514,3893.77,2570000,40.8134
4702.22,515,-5434.14892578125,14.9187,515,3276.01,2575000,40.432
4715.54,516,-5506.88232421875,16.7219,516,4108.74,2580000,40.3955
4715.89,517,-5222.4970703125,15.9478,517,4516.65,2585000,40.4033
4856.76,518,-5658.32421875,15.2564,518,4101.37,2590000,40.0096
4790.24,519,-5265.34619140625,15.9412,519,4478.5,2595000,40.2118
4780.16,520,-5485.744140625,16.5473,520,4683.11,2600000,40.3353
4831.62,521,-5750.37890625,16.8925,521,4775.11,2605000,40.8796
4839.62,522,-5370.4775390625,15.329,522,4206.58,2610000,40.5617
4736.0,523,-5671.677734375,16.9153,523,4655.12,2615000,40.5344
3881.05,524,-5654.12646484375,20.2457,524,3975.77,2620000,41.0842
4796.36,525,-5491.1611328125,16.9354,525,4730.35,2625000,40.179
4880.22,526,-5593.89208984375,16.4894,526,4364.38,2630000,40.9501
4863.78,527,-5651.9697265625,18.1736,527,4801.22,2635000,40.9912
4826.84,528,-5715.63916015625,17.7316,528,4803.14,2640000,40.6546
4853.44,529,-5987.9912109375,17.7554,529,3120.15,2645000,41.5888
4921.53,530,-5691.3642578125,18.5841,530,4462.19,2650000,41.4559
4853.03,531,-6058.98876953125,18.3938,531,4821.17,2655000,40.7976
4833.38,532,-5548.427734375,18.0892,532,4802.38,2660000,40.3215
4855.26,533,-5842.4853515625,17.6006,533,4787.68,2665000,40.6304
4803.42,534,-5935.53662109375,18.606,534,4594.09,2670000,40.9149
4809.47,535,-5666.2861328125,18.5942,535,4540.81,2675000,40.3684
4923.42,536,-5624.66357421875,16.0407,536,4475.39,2680000,40.8032
4789.28,537,-5999.859375,18.0529,537,4779.04,2685000,40.9342
4823.35,538,-6365.34619140625,19.0556,538,4616.76,2690000,41.0096
4685.06,539,-5740.751953125,18.8649,539,4724.66,2695000,41.1414
4831.85,540,-5919.2451171875,17.9432,540,4791.15,2700000,40.7089
4776.42,541,-6054.69775390625,17.7879,541,4697.41,2705000,40.5398
4805.14,542,-5807.07861328125,16.9943,542,4622.26,2710000,40.4812
4854.35,543,-5780.5234375,17.5729,543,4590.4,2715000,40.5468
4844.36,544,-5795.3466796875,17.2996,544,4587.6,2720000,40.3967
4716.58,545,-5620.3720703125,17.5281,545,4729.08,2725000,40.2949
4878.36,546,-5846.98681640625,16.8916,546,4612.77,2730000,40.1828
4842.16,547,-5905.22412109375,19.9392,547,4725.94,2735000,40.2591
4778.76,548,-6212.47802734375,18.0449,548,4535.75,2740000,40.6159
4903.42,549,-5994.26318359375,17.8702,549,4554.36,2745000,40.1957
4732.53,550,-5615.70166015625,17.0415,550,4740.8,2750000,40.4384
4867.37,551,-5470.0673828125,16.7126,551,4355.63,2755000,40.3578
4827.78,552,-6082.4580078125,17.8406,552,4792.54,2760000,40.6781
1388.0,553,-6421.13916015625,18.202,553,1960.61,2765000,41.0308
4390.61,554,-6379.8154296875,15.9276,554,3938.84,2770000,40.3102
4890.93,555,-6308.2958984375,17.1552,555,4363.93,2775000,40.1456
4811.67,556,-6259.42724609375,16.0682,556,4299.78,2780000,40.0234
4482.52,557,-6544.7998046875,24.1936,557,2645.68,2785000,41.2774
1338.41,558,-6727.97265625,16.3264,558,1306.96,2790000,42.4206
685.02,559,-6269.12890625,27.1034,559,693.1,2795000,45.6666
4194.82,560,-6392.111328125,18.0313,560,3932.74,2800000,41.0978
2513.63,561,-6272.30322265625,14.3797,561,2817.23,2805000,41.8882
4528.54,562,-5882.25341796875,18.3314,562,4534.63,2810000,40.5472
4863.77,563,-6419.1982421875,19.5172,563,4791.83,2815000,40.9028
4638.28,564,-5900.5185546875,19.7237,564,4626.88,2820000,41.1933
4838.33,565,-6356.857421875,18.8471,565,4766.7,2825000,40.1897
4803.07,566,-6449.8466796875,19.9203,566,4629.43,2830000,40.5333
4897.31,567,-6329.3583984375,19.8222,567,4819.1,2835000,41.0128
4983.1,568,-6895.93115234375,19.7772,568,3287.2,2840000,41.6874
4934.31,569,-6416.923828125,19.1532,569,4730.75,2845000,40.5543
5023.27,570,-6184.62158203125,16.775,570,4491.1,2850000,40.107
4922.44,571,-6421.240234375,18.1362,571,4851.6,2855000,40.3332
4877.43,572,-5991.80908203125,16.7966,572,4758.01,2860000,40.0349
4792.07,573,-6324.99755859375,18.1437,573,4767.32,2865000,40.1726
4952.19,574,-6126.8583984375,17.379,574,4826.95,2870000,39.9597
4941.05,575,-7060.96923828125,16.8672,575,4829.86,2875000,40.5964
5012.72,576,-7005.26708984375,18.0915,576,4309.11,2880000,41.1875
4944.84,577,-6567.154296875,17.8221,577,4862.53,2885000,40.2343
4871.35,578,-6471.966796875,18.2009,578,4843.12,2890000,40.2141
4916.76,579,-6659.4033203125,18.0403,579,4796.87,2895000,40.0942
4888.6,580,-6853.240234375,17.4529,580,4431.17,2900000,40.1299
4794.84,581,-6847.671875,17.8116,581,4749.13,2905000,40.08
4948.38,582,-6711.77587890625,16.4558,582,4839.93,2910000,39.8041
4772.3,583,-6478.5078125,17.2309,583,4780.56,2915000,40.4316
4818.88,584,-6832.73193359375,17.6931,584,4648.97,2920000,40.3154
4805.22,585,-6718.57470703125,18.0461,585,4445.88,2925000,40.683
4839.76,586,-6489.63916015625,18.8036,586,4794.33,2930000,40.5207
4983.31,587,-6351.50341796875,17.3772,587,4879.73,2935000,40.0949
4957.72,588,-6812.8466796875,17.1806,588,4833.69,2940000,39.7923
2313.24,589,-7648.55078125,15.5352,589,1342.22,2945000,45.4851
4586.25,590,-7230.97119140625,16.5145,590,3687.05,2950000,40.2395
4758.0,591,-7045.57421875,19.0428,591,4727.49,2955000,40.9246
4715.1,592,-7382.46923828125,18.665,592,4692.55,2960000,40.2422
4726.07,593,-6924.41455078125,17.9354,593,4756.66,2965000,40.3511
2196.86,594,-7144.90625,26.7638,594,3002.11,2970000,41.5831
4789.96,595,-7233.978515625,17.9626,595,4712.3,2975000,40.444
4885.96,596,-7522.9794921875,18.7094,596,4710.94,2980000,40.8997
4794.54,597,-7706.2177734375,19.1358,597,4801.79,2985000,40.937
4908.36,598,-7298.29150390625,21.3102,598,4834.31,2990000,40.6791
4720.01,599,-6999.3193359375,18.4785,599,3948.2,2995000,40.9913
4833.45,600,-7296.8310546875,18.2724,600,4782.33,3000000,40.2798
4959.55,601,-7825.2900390625,17.9963,601,4718.66,3005000,40.4775
4835.1,602,-7425.28271484375,20.7832,602,4543.89,3010000,40.7877
4384.79,603,-7482.75244140625,21.1207,603,4223.83,3015000,40.6538
4939.66,604,-7816.25927734375,20.5551,604,4519.46,3020000,40.5767
4870.6,605,-7550.5751953125,19.1233,605,4447.87,3025000,40.7963
4753.03,606,-7256.10888671875,18.3766,606,4411.64,3030000,40.5828
4827.59,607,-7547.2783203125,18.8819,607,4804.24,3035000,40.44
4350.75,608,-7602.6591796875,22.0979,608,3650.34,3040000,40.9956
4838.44,609,-7413.7041015625,18.7318,609,4803.7,3045000,40.9421
4807.57,610,-7737.64697265625,18.695,610,4799.0,3050000,40.8016
4825.38,611,-7200.6650390625,17.3715,611,4600.44,3055000,40.3088
4854.0,612,-7821.24462890625,18.148,612,4814.2,3060000,40.8416
4834.18,613,-7641.05322265625,17.1422,613,4804.25,3065000,40.4197
4899.76,614,-7518.33740234375,17.8575,614,4425.36,3070000,40.4778
4808.85,615,-7439.52490234375,17.907,615,4807.1,3075000,40.1959
124.5,616,-8397.55859375,34.9005,616,136.26,3080000,52.094
160.78,617,-7308.228515625,30.3628,617,152.11,3085000,50.2214
-20.93,618,-7602.69091796875,55.7451,618,6.99,3090000,55.6759
2556.16,619,-6751.1630859375,15.4236,619,2667.52,3095000,42.0863
4595.06,620,-7306.3466796875,21.5105,620,4055.04,3100000,41.1677
4582.69,621,-7749.35888671875,20.0232,621,3717.34,3105000,40.2879
4673.95,622,-7669.8837890625,20.039,622,4626.45,3110000,40.3026
4695.52,623,-8280.130859375,20.2164,623,4588.01,3115000,40.6386
4651.32,624,-7801.39453125,19.6408,624,4478.71,3120000,40.8084
1326.14,625,-7786.47216796875,29.016,625,2890.31,3125000,41.5436
1102.13,626,-7594.53564453125,31.3488,626,2583.43,3130000,41.842
4758.69,627,-7636.86669921875,18.2684,627,4521.21,3135000,40.749
4788.23,628,-7866.3349609375,17.5717,628,4332.79,3140000,40.96
4650.55,629,-7807.95458984375,18.6813,629,3909.06,3145000,40.9934
4724.62,630,-8086.60009765625,18.946,630,4365.39,3150000,40.8778
4564.84,631,-8094.51220703125,19.3678,631,4706.21,3155000,40.6595
2694.62,632,-7836.20751953125,18.5896,632,3956.14,3160000,40.587
4866.01,633,-7861.0380859375,18.5113,633,4610.57,3165000,39.8426
4903.1,634,-7696.32177734375,17.4054,634,4628.19,3170000,40.0635
4807.25,635,-8094.82080078125,17.9711,635,4708.95,3175000,40.5563
4908.71,636,-7888.18603515625,17.5767,636,4655.21,3180000,39.969
4955.92,637,-7473.4921875,18.4892,637,4816.98,3185000,40.7685
4923.68,638,-7575.5830078125,18.623,638,4858.02,3190000,40.1837
4962.64,639,-7513.11376953125,18.086,639,4673.3,3195000,40.3566
5037.19,640,-7983.01171875,19.3565,640,4832.84,3200000,40.834
4943.79,641,-7912.57958984375,18.2618,641,4731.62,3205000,40.3942
4992.25,642,-8030.1201171875,18.1713,642,4627.72,3210000,40.6095
4942.86,643,-7837.4287109375,17.7126,643,4775.73,3215000,40.2537
4964.31,644,-7626.74755859375,18.3021,644,4877.14,3220000,40.5246
4894.56,645,-7780.171875,18.1276,645,4747.9,3225000,40.4517
4916.0,646,-7719.830078125,17.6866,646,4499.08,3230000,40.4425
4856.97,647,-7863.53857421875,17.8457,647,4820.17,3235000,40.8459
4938.78,648,-7908.21484375,17.2447,648,4452.43,3240000,40.8534
4872.1,649,-8160.6484375,18.1512,649,4707.16,3245000,40.412
4928.22,650,-8423.38671875,17.7311,650,4495.16,3250000,40.6794
5034.75,651,-8249.1708984375,18.3742,651,4567.61,3255000,40.552
4905.13,652,-8221.7646484375,17.6545,652,4785.71,3260000,40.6385
4999.39,653,-8268.4326171875,18.1844,653,4865.49,3265000,40.672
4863.27,654,-8319.2939453125,17.3982,654,4705.88,3270000,40.6702
4912.33,655,-8232.80078125,17.2783,655,4551.56,3275000,41.2938
4958.85,656,-7993.046875,16.9694,656,4492.41,3280000,40.5757
4950.05,657,-8259.9697265625,17.6354,657,4587.98,3285000,40.3996
4940.34,658,-8335.2822265625,17.4292,658,4812.68,3290000,40.9168
4922.42,659,-8358.548828125,18.089,659,4566.11,3295000,41.0788
4713.33,660,-8559.0888671875,17.4258,660,4304.29,3300000,41.2724
4866.89,661,-8439.564453125,17.7639,661,4718.76,3305000,41.2346
4413.59,662,-8303.5810546875,17.4133,662,4075.41,3310000,41.1782
4012.65,663,-8203.75,18.7904,663,3752.54,3315000,41.2169
4965.16,664,-8091.70361328125,16.5341,664,4613.74,3320000,40.4168
2799.94,665,-7967.71142578125,18.216,665,3296.56,3325000,41.6178
4992.74,666,-8125.10205078125,20.8877,666,3964.21,3330000,40.6601
3.17,667,-7958.18310546875,30.8657,667,688.34,3335000,44.624
-3.81,668,-8076.2431640625,80.1069,668,0.03,3340000,59.2627
2530.94,669,-7973.275390625,17.2965,669,2378.95,3345000,41.7089
4734.28,670,-8264.8515625,15.4206,670,4068.72,3350000,40.1864
4828.11,671,-8776.6708984375,17.9978,671,4650.82,3355000,41.1688
4807.42,672,-8773.0634765625,17.0969,672,4465.57,3360000,40.6453
4894.15,673,-8689.119140625,19.3711,673,4730.34,3365000,41.4373
4894.31,674,-8855.0712890625,17.8263,674,4787.05,3370000,41.0288
4933.8,675,-9014.2763671875,19.7241,675,4605.27,3375000,41.0282
4869.43,676,-8769.146484375,18.11,676,4670.32,3380000,41.0701
4883.72,677,-9510.0029296875,19.0176,677,4796.85,3385000,41.0261
4906.41,678,-8760.4306640625,19.0373,678,4783.41,3390000,40.8599
4816.53,679,-8923.6943359375,18.1469,679,4726.09,3395000,40.4628
4926.78,680,-9079.341796875,18.995,680,4835.32,3400000,40.8462
4864.33,681,-8923.916015625,18.5203,681,4742.24,3405000,41.2664
4645.0,682,-9161.431640625,17.9323,682,4364.84,3410000,40.6936
4805.57,683,-8916.1259765625,17.9636,683,4527.35,3415000,40.9336
4828.31,684,-8784.7939453125,18.0288,684,4718.48,3420000,40.677
4802.11,685,-8988.4873046875,17.5126,685,4642.11,3425000,41.1386
4887.77,686,-8911.2177734375,17.5585,686,4784.25,3430000,40.1101
4863.25,687,-9557.109375,17.9974,687,4763.42,3435000,40.9108
4868.81,688,-9245.056640625,16.8499,688,4737.55,3440000,40.4996
4889.76,689,-9707.8896484375,17.7961,689,4630.51,3445000,41.3502
4946.01,690,-9328.0390625,18.1455,690,4637.31,3450000,40.9895
4936.28,691,-9461.32421875,18.2021,691,4851.64,3455000,40.5637
5013.73,692,-8911.4482421875,17.6444,692,4882.88,3460000,40.766
4963.98,693,-9113.11328125,17.252,693,4385.64,3465000,40.5138
5004.53,694,-9381.3955078125,17.325,694,4712.26,3470000,40.906
4884.62,695,-10019.4189453125,18.9357,695,4346.49,3475000,40.9286
3021.85,696,-9485.83984375,18.1489,696,3154.36,3480000,41.8971
1019.27,697,-8789.6015625,46.1028,697,2100.9,3485000,42.8555
4818.76,698,-9289.2080078125,19.2418,698,4741.08,3490000,41.0554
4853.7,699,-8788.9736328125,18.0983,699,4767.78,3495000,41.0372
4930.49,700,-9735.826171875,17.3997,700,4782.06,3500000,40.9895
4906.6,701,-9101.8466796875,17.6237,701,4552.64,3505000,41.0245
4911.7,702,-9702.123046875,17.5105,702,4781.31,3510000,40.8622
4881.39,703,-9472.330078125,18.0881,703,4512.31,3515000,40.5488
4925.32,704,-9613.14453125,18.2204,704,4806.71,3520000,40.7474
4796.77,705,-9375.2705078125,18.0861,705,4727.77,3525000,41.038
4739.74,706,-9389.3544921875,16.6149,706,4445.16,3530000,41.4511
4879.53,707,-9744.8857421875,17.5403,707,4635.99,3535000,40.8719
4874.72,708,-9672.7783203125,17.1855,708,4676.79,3540000,40.9218
4928.33,709,-9200.1865234375,16.726,709,4509.17,3545000,40.8349
4647.77,710,-9864.0546875,16.7862,710,4690.62,3550000,40.6139
4931.5,711,-9415.1357421875,16.7787,711,4492.5,3555000,40.6251
4269.54,712,-9517.6015625,16.5219,712,3556.99,3560000,40.3235
4860.08,713,-9445.3232421875,16.4586,713,4564.41,3565000,40.5813
4756.75,714,-9492.904296875,16.9169,714,4232.94,3570000,40.9451
4608.19,715,-9390.03515625,17.8252,715,3783.86,3575000,40.4705
3327.01,716,-9746.1748046875,19.129,716,3680.96,3580000,41.1171
4943.72,717,-9611.5693359375,15.6295,717,4522.28,3585000,40.6673
4967.23,718,-9844.0029296875,16.3155,718,4561.45,3590000,40.3088
4937.59,719,-10115.0302734375,18.0502,719,4792.1,3595000,41.0242
4909.07,720,-10117.7236328125,16.8032,720,4836.14,3600000,41.4208
4958.67,721,-9530.392578125,17.6002,721,4797.63,3605000,40.6287
4954.36,722,-10009.015625,17.9998,722,4622.31,3610000,40.4445
4879.51,723,-10110.01953125,17.968,723,4736.87,3615000,40.7579
4905.55,724,-9985.8857421875,17.9278,724,4597.78,3620000,40.4585
4934.57,725,-10019.4873046875,17.7597,725,4813.69,3625000,41.1463
4928.35,726,-9904.779296875,18.1408,726,4799.99,3630000,41.467
4901.98,727,-10837.0703125,17.6448,727,4546.01,3635000,41.1062
4939.54,728,-10170.841796875,17.9198,728,4679.49,3640000,40.4801
5005.58,729,-10706.6806640625,17.2277,729,4698.92,3645000,40.9031
4978.28,730,-10608.4345703125,16.555,730,4682.49,3650000,40.647
4951.58,731,-10843.490234375,16.8201,731,4852.52,3655000,40.7478
4802.78,732,-10320.48828125,16.9962,732,4713.53,3660000,41.1166
4947.71,733,-10630.8447265625,17.2008,733,4834.78,3665000,40.5801
5057.34,734,-10303.646484375,16.634,734,4558.75,3670000,40.4235
5096.74,735,-10257.55859375,16.0755,735,4944.17,3675000,40.4327
4964.89,736,-9968.8037109375,15.7112,736,4805.72,3680000,40.909
4982.31,737,-10279.6435546875,16.036,737,4578.24,3685000,40.5543
5005.69,738,-10516.162109375,16.3438,738,4848.56,3690000,40.8218
4884.22,739,-10317.7451171875,17.3443,739,4705.1,3695000,40.1569
4954.24,740,-10198.9072265625,15.9445,740,4840.69,3700000,40.7452
4908.58,741,-10359.3095703125,16.8892,741,4689.57,3705000,41.0219
5013.39,742,-10191.9609375,16.5902,742,4879.11,3710000,40.5032
4946.76,743,-10321.3017578125,17.028,743,4821.31,3715000,40.9141
4964.94,744,-10454.0966796875,17.6241,744,4776.58,3720000,39.9341
4851.59,745,-10274.3125,17.481,745,4714.6,3725000,40.0833
4751.14,746,-9902.6181640625,15.4908,746,4475.53,3730000,40.6791
4864.28,747,-10091.9853515625,16.9901,747,4577.94,3735000,39.7989
4986.65,748,-10605.0546875,17.3066,748,4835.2,3740000,40.2574
3968.59,749,-9759.0126953125,16.3673,749,4121.47,3745000,40.8983
4933.71,750,-10096.703125,17.0866,750,4789.68,3750000,41.1138
4675.73,751,-9699.27734375,16.7161,751,4130.79,3755000,40.3646
4768.35,752,-10246.451171875,17.2531,752,4372.39,3760000,40.539
4961.82,753,-10403.60546875,17.1877,753,4724.09,3765000,41.1015
4904.81,754,-10255.2275390625,17.5062,754,4606.26,3770000,40.6889
4928.36,755,-10304.51953125,17.3015,755,4426.72,3775000,40.351
4892.4,756,-10617.5693359375,17.7544,756,4811.76,3780000,40.896
4890.57,757,-10382.5693359375,16.9072,757,4641.69,3785000,40.4959
4901.01,758,-10532.08203125,17.9375,758,4341.77,3790000,40.7365
4902.98,759,-10663.0078125,17.2293,759,4479.99,3795000,40.4234
4678.2,760,-10675.7548828125,18.0662,760,4132.98,3800000,40.8832
4796.59,761,-10784.857421875,17.6231,761,4750.73,3805000,40.69
4795.23,762,-10920.6025390625,18.6496,762,4741.23,3810000,40.5724
4760.57,763,-10847.9580078125,17.7496,763,4549.72,3815000,40.8445
4802.15,764,-10680.14453125,16.5018,764,4741.06,3820000,41.089
4860.02,765,-10321.23828125,17.8171,765,4584.21,3825000,40.9077
4744.84,766,-10704.66015625,17.1203,766,3666.39,3830000,41.8124
4866.39,767,-10986.3857421875,17.6427,767,4803.83,3835000,40.9476
