Running Env Steps,Running Reverse KL,Real Sto Return,Running Forward KL,Running Update Time,Real Det Return,Itration,Reward Loss
3900000,19.1959,3919.23,44.8747,780,3806.88,780,-60696.00390625
3905000,19.565,3923.73,44.8843,781,3811.36,781,-60786.9453125
3910000,18.2929,3409.18,44.4803,782,3879.17,782,-60378.73046875
3915000,17.8076,3572.58,44.6998,783,3857.34,783,-59794.97265625
3920000,19.7894,3923.83,44.5372,784,3747.68,784,-61936.33203125
3925000,19.5094,3939.03,44.2424,785,3782.22,785,-60865.11328125
3930000,20.0061,3799.77,44.558,786,3834.63,786,-61694.28515625
3935000,19.188,3809.45,44.8068,787,3849.1,787,-60958.453125
3940000,19.8487,3904.24,44.5837,788,3879.04,788,-61662.7734375
3945000,19.6123,3873.93,44.7634,789,3888.4,789,-61479.3046875
3950000,18.704,3855.4,44.9811,790,3814.91,790,-60553.99609375
3955000,19.192,3606.69,44.5871,791,3850.17,791,-61695.6796875
3960000,18.352,3786.8,44.4655,792,3759.46,792,-60874.828125
3965000,18.7943,3600.99,45.1048,793,3764.68,793,-60727.9453125
3970000,19.2936,3892.53,44.9011,794,3689.99,794,-61666.19140625
3975000,19.2609,3772.08,44.6665,795,3798.29,795,-61449.04296875
3980000,19.7106,3859.85,44.4695,796,3605.43,796,-62905.625
3985000,19.6362,3857.39,44.785,797,3742.97,797,-62053.40625
3990000,18.689,3554.93,44.4826,798,3795.41,798,-60459.6171875
3995000,18.817,3886.5,44.8879,799,3753.73,799,-61629.07421875
4000000,18.8105,3879.86,44.8722,800,3725.87,800,-61563.7421875
4005000,20.0985,3503.09,44.966,801,3776.35,801,-62236.5
4010000,18.5868,3633.57,44.6212,802,3795.76,802,-62152.5234375
4015000,19.4959,3924.03,44.529,803,3787.28,803,-62439.109375
4020000,18.4595,3666.86,44.5686,804,3754.69,804,-61917.03125
4025000,19.9417,3623.23,44.8353,805,3804.8,805,-62654.24609375
4030000,19.5186,3788.69,44.6285,806,3866.12,806,-62006.671875
4035000,19.6238,3922.4,44.7856,807,3806.76,807,-62454.21875
4040000,19.9313,3636.18,44.6207,808,3787.55,808,-62990.90234375
4045000,18.9608,3816.23,44.4864,809,3890.5,809,-62670.5546875
4050000,19.6736,3830.36,44.7631,810,3947.89,810,-61833.71484375
4055000,19.7438,4000.05,44.2009,811,3832.03,811,-63030.54296875
4060000,19.4352,3819.42,44.4198,812,3920.93,812,-62672.98046875
4065000,20.3289,3913.23,44.6204,813,3877.31,813,-63238.48828125
4070000,19.8031,3920.26,44.6961,814,3884.11,814,-62976.6875
4075000,19.0213,3887.77,44.6816,815,3878.99,815,-62717.91015625
4080000,19.3516,3917.5,44.7467,816,3946.18,816,-62935.44921875
4085000,19.6885,3928.56,44.6739,817,3760.65,817,-63305.4921875
4090000,18.6409,3945.64,44.7177,818,3802.63,818,-63208.3046875
4095000,18.3381,3825.6,44.2768,819,4003.36,819,-61989.4140625
4100000,20.0073,3961.13,44.5582,820,3834.93,820,-62739.40234375
4105000,19.4976,3906.3,44.7081,821,3905.18,821,-62838.1640625
4110000,19.6468,3878.17,44.7093,822,3870.15,822,-62245.18359375
4115000,19.5675,3936.73,44.8537,823,3833.65,823,-63782.859375
4120000,20.1223,3956.54,44.5342,824,3874.98,824,-63391.37890625
4125000,19.8824,3997.91,44.3932,825,3877.91,825,-63648.08984375
4130000,20.0866,3916.46,44.6382,826,3841.68,826,-64363.76953125
4135000,20.4992,3986.95,44.7868,827,3855.05,827,-63440.1796875
4140000,19.8916,3923.93,44.5182,828,3853.0,828,-63995.7421875
4145000,20.2359,3794.5,44.5053,829,3839.17,829,-64907.79296875
4150000,19.7755,3889.99,44.7691,830,3820.91,830,-64502.61328125
4155000,20.4467,3958.5,44.5934,831,3783.3,831,-64502.828125
4160000,20.5102,3964.94,44.7568,832,3775.33,832,-64477.40234375
4165000,20.1912,3912.27,44.638,833,3790.22,833,-64472.6328125
4170000,20.3431,3970.6,44.9444,834,3823.59,834,-65077.77734375
4175000,19.5241,3966.1,44.5904,835,3702.11,835,-64687.515625
4180000,20.4112,4006.53,44.7896,836,3791.16,836,-64561.46484375
4185000,19.3424,4022.11,44.4962,837,3767.67,837,-63535.41015625
4190000,19.7542,3949.05,44.6973,838,3760.3,838,-63442.6328125
4195000,19.794,3773.24,44.5879,839,3746.17,839,-63999.39453125
4200000,20.3482,3888.49,44.7555,840,3809.31,840,-64830.28515625
4205000,19.7391,3997.74,44.5388,841,3727.26,841,-65058.0625
4210000,19.7152,3918.74,44.7291,842,3768.82,842,-64338.43359375
4215000,21.9592,3959.13,44.4633,843,3922.39,843,-64437.5703125
4220000,19.9569,3824.79,44.5038,844,3826.35,844,-64197.109375
4225000,20.2345,3926.17,44.9491,845,4013.69,845,-63990.33984375
4230000,19.7546,4068.31,44.3829,846,3873.31,846,-64709.21875
4235000,20.1464,3906.74,44.6778,847,3947.18,847,-64588.5078125
4240000,20.5932,3897.02,44.623,848,3927.34,848,-64713.22265625
4245000,20.3636,3883.28,44.5457,849,3902.08,849,-64620.61328125
4250000,20.6171,3977.53,44.986,850,3861.96,850,-64129.234375
4255000,20.1699,3880.76,44.747,851,3888.49,851,-64482.22265625
4260000,19.8532,3884.09,44.4943,852,3801.95,852,-64675.9765625
4265000,19.454,3944.29,44.5041,853,3880.61,853,-64675.14453125
4270000,20.3418,3896.7,44.8532,854,3781.54,854,-64962.234375
4275000,24.051,3786.59,44.9643,855,3800.81,855,-63048.18359375
4280000,21.7597,3959.43,44.8192,856,3904.96,856,-64193.0
4285000,20.4014,3678.23,44.6324,857,3861.41,857,-64954.515625
4290000,20.8978,3950.36,44.5902,858,3733.73,858,-63842.05078125
4295000,19.6862,3989.8,44.7847,859,3919.44,859,-64296.4921875
