Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Real Sto Return,Reward Loss
779,41.5482,4761.9,17.3178,3895000,779,4692.05,-49604.578125
780,41.0147,4736.98,17.1644,3900000,780,4659.0,-51001.6875
781,41.3987,4819.84,23.4715,3905000,781,4496.0,-48559.50390625
782,40.5515,4728.3,16.2547,3910000,782,4644.65,-49913.53125
783,40.634,4785.63,16.7586,3915000,783,4715.64,-49553.09375
784,40.4844,4785.22,16.8763,3920000,784,4719.86,-48738.2578125
785,40.6722,4821.87,17.4642,3925000,785,4524.64,-47187.46875
786,40.4553,4829.6,16.9362,3930000,786,4531.48,-47253.51953125
787,40.8671,4747.08,16.0233,3935000,787,4675.41,-48615.859375
788,40.586,4825.51,24.132,3940000,788,4305.18,-46567.609375
789,41.3805,4851.16,29.9785,3945000,789,4636.68,-45710.10546875
790,41.3067,4876.75,28.0488,3950000,790,4223.7,-47293.46484375
791,40.381,4883.57,25.7208,3955000,791,4191.91,-45937.80859375
792,40.6285,4826.62,21.0966,3960000,792,4242.07,-47050.015625
793,40.9437,4794.38,25.7336,3965000,793,4320.04,-48157.73828125
794,40.3835,4835.85,21.7561,3970000,794,4485.29,-45396.6015625
795,42.3446,4797.21,42.1169,3975000,795,4277.82,-48606.92578125
796,42.2944,4801.25,57.3823,3980000,796,3438.24,-47347.40234375
797,40.8702,4801.99,28.2806,3985000,797,3666.08,-46619.421875
798,41.1843,4804.55,27.7696,3990000,798,4178.12,-46294.59375
799,43.7976,4876.31,79.3635,3995000,799,1817.91,-47238.09375
800,40.8761,4825.93,39.0303,4000000,800,3988.47,-46884.8671875
801,39.9392,4778.62,15.8473,4005000,801,3251.01,-47410.1875
802,40.7848,4814.53,34.5191,4010000,802,4594.28,-49139.6328125
803,40.0906,4780.86,16.0166,4015000,803,4573.73,-48465.5625
804,40.5184,4607.78,16.2128,4020000,804,3844.09,-48379.51171875
805,40.8333,1265.74,28.655,4025000,805,3754.2,-49460.19921875
806,40.7453,4577.66,24.608,4030000,806,3665.92,-47357.5859375
807,41.2076,3449.28,37.3931,4035000,807,2795.83,-48983.26171875
808,41.3113,4798.62,22.37,4040000,808,4166.78,-48586.14453125
809,41.3047,4839.3,19.9779,4045000,809,4571.29,-50643.75390625
810,40.9522,4868.96,27.5714,4050000,810,4173.17,-49322.4375
811,40.876,4804.69,22.0662,4055000,811,4041.92,-50420.5859375
812,40.9231,4356.53,17.0397,4060000,812,4085.1,-50178.34375
813,42.8199,4501.51,44.4508,4065000,813,3698.72,-49648.640625
814,42.0189,4833.6,31.1031,4070000,814,3887.47,-50531.71875
815,41.3514,4809.76,17.4495,4075000,815,4321.68,-49228.61328125
816,40.9912,4821.58,18.1495,4080000,816,4104.94,-50174.87109375
817,41.0883,4761.2,21.8487,4085000,817,4305.91,-49849.82421875
818,41.4813,4721.21,19.4301,4090000,818,4582.03,-48299.26953125
819,41.3484,4757.08,18.2992,4095000,819,4508.26,-50716.84765625
820,41.2344,4714.35,21.0779,4100000,820,4587.34,-51306.97265625
821,41.6107,4751.16,17.9,4105000,821,4267.51,-52190.671875
822,40.5409,4657.71,16.2498,4110000,822,4585.02,-51208.6953125
823,41.3013,4788.2,17.1657,4115000,823,4464.99,-50128.25390625
824,41.167,4774.91,17.8003,4120000,824,4699.16,-52784.8046875
825,41.4798,4740.09,18.694,4125000,825,4544.5,-51077.40625
826,43.0746,4768.14,40.093,4130000,826,3128.87,-50411.20703125
827,41.592,4701.63,21.0341,4135000,827,4613.37,-50462.07421875
828,42.0053,4795.78,18.9182,4140000,828,4729.65,-51546.95703125
829,41.8819,4729.22,18.0751,4145000,829,4657.8,-51083.37109375
830,41.3816,4788.48,17.3779,4150000,830,4700.37,-52382.19921875
831,41.4824,4813.64,17.5335,4155000,831,4700.02,-52061.234375
832,41.3017,4740.1,17.269,4160000,832,4660.59,-52080.390625
833,41.4674,4675.11,17.103,4165000,833,4567.38,-55193.59375
834,41.0571,4744.85,20.061,4170000,834,4665.0,-50843.88671875
835,40.586,4746.76,16.7548,4175000,835,4657.1,-50296.1953125
836,40.5322,4790.99,16.6527,4180000,836,4684.87,-50005.6875
837,40.7544,4752.56,17.3924,4185000,837,4677.58,-51117.875
838,41.5141,4777.95,19.7517,4190000,838,4340.86,-51540.4296875
839,40.6452,4763.29,16.9762,4195000,839,4477.11,-52401.48828125
840,40.7511,4790.56,18.9797,4200000,840,4692.55,-49360.74609375
841,40.7521,4707.18,18.7637,4205000,841,4550.79,-51635.77734375
842,40.8468,4824.57,20.4369,4210000,842,4653.28,-54201.11328125
843,40.0686,4787.11,16.8803,4215000,843,4698.29,-49368.02734375
844,40.7769,4789.38,16.2117,4220000,844,4697.62,-50399.57421875
845,40.1859,4806.92,16.1419,4225000,845,4712.69,-50637.97265625
846,40.4671,4820.96,16.427,4230000,846,4726.76,-48241.7734375
847,40.2294,4842.18,21.1656,4235000,847,4590.87,-49562.7578125
848,40.3797,4822.92,17.3657,4240000,848,4303.72,-52999.96875
849,40.5159,4878.36,21.0815,4245000,849,4457.92,-49013.078125
850,40.4536,4874.66,17.3715,4250000,850,4754.59,-51995.3515625
851,40.7168,4857.19,21.1273,4255000,851,4365.83,-50897.9609375
852,41.257,4900.91,24.8844,4260000,852,4397.22,-52181.30859375
853,40.2469,4829.91,15.9679,4265000,853,4238.37,-50140.4453125
854,40.6791,4734.33,20.8236,4270000,854,3983.09,-51420.01953125
855,40.7578,4807.56,29.6712,4275000,855,4354.51,-50920.9375
856,40.5394,4857.61,16.0326,4280000,856,3781.78,-46329.0625
857,40.9673,4822.44,34.6284,4285000,857,3211.7,-48492.86328125
858,39.996,4452.15,22.2437,4290000,858,3924.4,-50469.6015625
859,40.3632,2974.05,31.971,4295000,859,3795.83,-48154.4296875
860,39.9937,4748.6,18.2122,4300000,860,4129.81,-48084.640625
861,40.1339,4036.49,28.5848,4305000,861,4206.08,-46637.34375
862,40.8213,932.0,42.6481,4310000,862,2148.01,-47350.453125
863,40.2037,4788.72,24.7802,4315000,863,3994.72,-45568.921875
864,40.4539,4400.18,24.1727,4320000,864,4516.19,-51117.38671875
865,39.837,4699.93,24.465,4325000,865,4302.63,-51870.9921875
866,39.8543,4791.95,16.1135,4330000,866,4699.12,-48142.015625
867,39.2234,4113.37,15.304,4335000,867,3817.79,-49435.97265625
868,40.6209,4779.74,32.4614,4340000,868,4248.55,-49286.99609375
869,40.2167,4837.25,31.9823,4345000,869,3526.81,-50093.265625
870,40.9049,4845.1,40.6299,4350000,870,4517.27,-51593.2734375
871,40.3825,4869.45,22.1658,4355000,871,4152.27,-51861.16796875
872,40.4727,4890.51,16.5752,4360000,872,4725.15,-51298.71484375
