Itration,Running Reverse KL,Reward Loss,Real Det Return,Running Env Steps,Running Forward KL,Running Update Time,Real Sto Return
777,19.7344,-33304.40625,1283.65,3885000,38.3811,777,2589.62
778,17.4791,-34373.16015625,4776.76,3890000,37.4829,778,4163.6
779,16.0521,-37801.07421875,4771.1,3895000,37.7332,779,4726.83
780,15.4632,-37177.3828125,4804.55,3900000,37.4096,780,4583.39
781,14.9217,-36455.1484375,4797.67,3905000,36.5824,781,4582.4
782,15.2264,-37968.41015625,4802.2,3910000,37.1141,782,4754.79
783,15.2504,-38094.2578125,4812.33,3915000,37.3683,783,4747.63
784,15.0145,-36546.93359375,4833.44,3920000,36.9408,784,4759.11
785,15.3787,-39131.546875,4870.93,3925000,38.0397,785,4576.94
786,14.9752,-38258.34375,4875.8,3930000,37.3707,786,4796.07
787,15.3268,-37944.48828125,4914.62,3935000,37.2475,787,4811.18
788,15.8424,-37356.0625,4888.47,3940000,37.87,788,4800.28
789,15.4418,-38163.78125,4916.65,3945000,37.2153,789,4823.2
790,15.3098,-40314.30078125,4898.3,3950000,37.7659,790,4803.14
791,14.7761,-37747.8515625,4914.0,3955000,37.5552,791,4833.58
792,14.875,-36987.83203125,4920.23,3960000,37.6812,792,4436.55
793,15.2692,-37677.13671875,4917.73,3965000,37.3344,793,4370.53
794,14.7475,-37910.78515625,4893.16,3970000,37.0724,794,4411.12
795,16.0289,-39199.05078125,4876.54,3975000,37.6796,795,4555.21
796,15.2219,-39749.890625,4900.08,3980000,36.7661,796,4754.67
797,16.0718,-39938.0859375,4904.77,3985000,36.6539,797,4828.33
798,16.578,-40257.984375,4871.72,3990000,37.1033,798,4795.13
799,16.8128,-40227.6953125,4921.57,3995000,37.1307,799,4829.01
800,16.6373,-40808.890625,4852.25,4000000,37.2074,800,4780.63
801,15.9565,-40635.27734375,4875.38,4005000,37.544,801,4806.67
802,16.2781,-40965.30078125,4838.89,4010000,37.2591,802,4793.5
803,16.3434,-40770.6953125,4843.6,4015000,37.2402,803,4789.41
804,16.1334,-40751.50390625,4856.48,4020000,37.3384,804,4814.46
805,15.8721,-38561.19921875,4922.4,4025000,36.818,805,4846.16
806,17.0563,-41439.484375,4854.71,4030000,37.4589,806,4831.3
807,15.951,-40652.36328125,4899.7,4035000,37.2003,807,4848.29
808,16.9528,-39883.11328125,4868.09,4040000,37.8197,808,4832.36
809,16.822,-40961.40625,4896.76,4045000,37.4576,809,4856.79
810,16.6588,-42441.890625,4873.93,4050000,37.784,810,4822.74
811,17.1118,-40817.34375,4895.95,4055000,37.5903,811,4843.18
812,17.7045,-43695.35546875,4925.02,4060000,38.2394,812,4860.3
813,17.6022,-44576.04296875,4915.07,4065000,38.369,813,4857.39
814,17.7478,-41950.8203125,4902.58,4070000,38.1957,814,4832.43
815,17.522,-42645.28515625,4890.37,4075000,38.0226,815,4822.91
816,17.9705,-42617.40234375,4912.36,4080000,38.3516,816,4848.64
817,17.2023,-40778.66796875,4925.34,4085000,38.0817,817,4837.41
818,17.5359,-42156.65625,4960.12,4090000,38.2854,818,4853.46
819,16.0824,-41127.76953125,4949.4,4095000,37.6672,819,4862.78
820,17.8551,-42648.88671875,4945.31,4100000,38.314,820,4864.72
821,17.4101,-41935.6875,4933.06,4105000,38.2187,821,4642.91
822,17.9907,-42655.1953125,4948.55,4110000,38.0303,822,4898.27
823,16.5691,-40549.99609375,4941.8,4115000,37.2763,823,4887.0
824,17.2601,-41583.40625,4997.17,4120000,37.9161,824,4913.68
825,17.1347,-41300.64453125,4942.58,4125000,37.7163,825,4879.2
826,17.5699,-40719.90625,5005.61,4130000,37.7083,826,4915.82
827,18.2164,-39855.671875,4964.19,4135000,37.5638,827,4905.92
828,15.9624,-39300.30859375,4967.09,4140000,37.0861,828,4907.03
829,15.745,-39347.140625,4926.98,4145000,37.5483,829,4850.62
830,18.138,-43924.36328125,4927.3,4150000,39.018,830,4856.42
831,40.8248,-32255.486328125,945.2,4155000,44.5276,831,781.94
832,40.2723,-28719.666015625,886.4,4160000,44.9854,832,854.66
833,31.3747,-35367.68359375,3625.14,4165000,40.8954,833,4201.45
834,23.125,-46546.47265625,4761.59,4170000,40.6446,834,4619.16
835,26.2861,-46998.23828125,4731.22,4175000,42.2175,835,4719.42
836,21.2002,-40084.41015625,4722.44,4180000,40.2485,836,4671.09
837,19.3614,-40802.39453125,4837.48,4185000,38.0098,837,4786.79
838,17.472,-40999.578125,4745.5,4190000,37.8794,838,4727.25
839,18.3225,-39065.203125,4843.25,4195000,38.6846,839,4790.24
840,19.0256,-40913.17578125,4806.9,4200000,39.0266,840,4759.18
841,18.1994,-39528.7421875,4902.63,4205000,38.707,841,4819.54
842,18.0026,-40676.52734375,4921.11,4210000,38.5793,842,4787.25
843,17.6554,-40808.76171875,4942.55,4215000,38.5981,843,4862.76
844,17.6486,-41068.18359375,4954.05,4220000,37.878,844,4879.04
845,17.7235,-41442.89453125,4927.55,4225000,38.2473,845,4847.91
846,17.4734,-44571.68359375,4865.75,4230000,38.4993,846,4757.94
847,17.5619,-44628.85546875,4904.21,4235000,38.6629,847,4793.72
848,17.2434,-43806.90625,4933.12,4240000,38.2456,848,4833.47
849,17.0057,-43173.8359375,4946.53,4245000,38.2264,849,4834.39
850,16.7384,-41314.57421875,4963.06,4250000,37.8615,850,4861.07
851,16.9963,-42543.7578125,4911.47,4255000,38.3404,851,4810.46
852,16.9512,-42777.62890625,5001.43,4260000,37.9863,852,4912.64
853,17.6067,-42891.68359375,4986.15,4265000,38.1071,853,4888.06
854,16.9946,-40951.42578125,4987.12,4270000,37.8337,854,4668.62
855,16.9023,-41044.5390625,4987.99,4275000,37.7655,855,4905.45
856,16.3214,-41044.83984375,5019.99,4280000,37.6976,856,4669.56
857,17.1366,-41843.98046875,5015.22,4285000,37.7128,857,4924.55
858,17.6065,-43287.93359375,4997.42,4290000,37.8742,858,4779.18
859,17.7567,-42079.48046875,4978.19,4295000,38.062,859,4915.58
860,17.8136,-43398.19140625,4963.51,4300000,38.0708,860,4903.57
861,17.744,-43191.1328125,4997.87,4305000,38.2881,861,4940.94
862,17.5332,-43588.05078125,4988.03,4310000,38.0831,862,4950.54
863,17.7577,-43373.32421875,4988.12,4315000,38.3407,863,4882.23
864,17.495,-41970.62109375,5018.14,4320000,38.4588,864,4959.65
865,17.2533,-42127.83984375,5000.89,4325000,38.7852,865,4494.23
866,17.907,-44825.6640625,5028.14,4330000,38.8262,866,4942.02
867,16.6033,-41738.29296875,5000.94,4335000,37.9332,867,4942.57
868,16.5666,-43739.84375,5063.32,4340000,38.3777,868,4201.71
869,16.5597,-43187.80859375,5094.34,4345000,37.4299,869,4874.4
870,16.3468,-44268.59375,5076.26,4350000,37.9368,870,4944.15
871,16.5721,-43662.1015625,5062.18,4355000,38.2622,871,4680.46
872,15.77,-41887.38671875,5064.29,4360000,37.7114,872,4894.47
873,16.2763,-43431.02734375,5060.65,4365000,37.7491,873,4802.55
874,16.9147,-42974.046875,5065.27,4370000,38.2383,874,4911.84
875,16.194,-41443.0703125,5062.43,4375000,37.8538,875,4771.55
876,16.9154,-42619.94140625,5078.37,4380000,38.0352,876,4510.64
877,15.7896,-42223.8203125,5018.44,4385000,37.5218,877,4912.39
878,16.7409,-43798.1640625,5066.48,4390000,37.7517,878,4942.3
879,16.3987,-42074.703125,5004.94,4395000,37.631,879,4754.81
880,16.3073,-42585.48046875,5043.18,4400000,37.975,880,4901.13
881,15.7617,-42773.37109375,5048.93,4405000,37.7576,881,4648.23
882,15.2191,-40956.15625,5038.46,4410000,36.8618,882,4862.19
883,15.49,-40602.421875,5051.88,4415000,37.2635,883,4909.06
884,15.8535,-39561.2421875,5044.74,4420000,37.6234,884,4665.01
885,15.8565,-42371.9765625,4984.23,4425000,37.4771,885,4873.14
886,15.3026,-40308.16796875,4999.26,4430000,37.1875,886,4866.05
887,15.999,-41546.32421875,4982.46,4435000,37.5225,887,4890.17
888,15.6531,-41415.64453125,5009.75,4440000,37.4088,888,4903.87
889,15.2898,-41873.50390625,5013.93,4445000,37.7487,889,4872.68
890,16.2177,-42157.6171875,5042.27,4450000,37.6897,890,4899.81
891,15.1115,-42420.6171875,4980.06,4455000,37.9426,891,4833.87
892,14.1639,-39647.17578125,5014.67,4460000,36.9693,892,4716.27
893,15.0195,-43325.85546875,5014.81,4465000,37.1627,893,4847.21
894,14.7714,-41997.18359375,5044.01,4470000,37.184,894,4822.52
895,15.1199,-39203.296875,4980.36,4475000,36.7935,895,4683.76
896,15.2169,-40967.875,4960.18,4480000,37.224,896,4854.04
897,14.7242,-40944.953125,5020.61,4485000,36.5005,897,4885.62
898,15.5671,-41619.16015625,4979.62,4490000,37.1053,898,4798.05
899,15.2994,-40886.71875,5036.86,4495000,37.081,899,4890.8
900,14.8942,-41787.2578125,5039.75,4500000,36.5741,900,4670.08
901,15.2365,-40644.24609375,5042.45,4505000,36.8468,901,4870.71
902,14.8975,-41115.6796875,5070.76,4510000,36.2666,902,4723.61
903,14.457,-41103.1796875,4941.05,4515000,36.4194,903,4808.07
904,15.3347,-40175.78515625,4923.4,4520000,36.5107,904,4789.67
