Running Env Steps,Running Forward KL,Running Update Time,Itration,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss
3830000,37.6796,766,766,4855.24,15.3507,5007.57,-9376.1123046875
3835000,37.7057,767,767,4862.14,15.59,4991.44,-9053.029296875
3840000,38.0944,768,768,4802.63,15.8914,4927.72,-9097.2099609375
3845000,37.8466,769,769,4677.23,15.3617,4979.78,-9334.4208984375
3850000,37.9961,770,770,4735.22,15.7535,4956.18,-9116.453125
3855000,37.9464,771,771,4628.56,15.8043,4964.26,-9334.8857421875
3860000,38.0318,772,772,4795.15,15.2716,4997.05,-9454.56640625
3865000,37.7617,773,773,4417.43,15.8128,4977.46,-9459.6259765625
3870000,37.6945,774,774,4861.1,15.702,4973.76,-9499.9248046875
3875000,38.1921,775,775,4549.77,15.5507,4985.01,-9673.5634765625
3880000,37.9779,776,776,4297.48,15.8149,4980.19,-9616.564453125
3885000,37.9571,777,777,4824.31,16.2699,4972.11,-9606.443359375
3890000,38.1979,778,778,4600.21,15.3419,4977.2,-9337.904296875
3895000,37.6012,779,779,4810.9,16.3843,4940.4,-9518.306640625
3900000,38.4128,780,780,4825.5,16.5695,4939.17,-9829.5693359375
3905000,37.6632,781,781,4740.33,15.9636,4932.04,-9448.8603515625
3910000,38.0199,782,782,4779.61,16.4669,4890.27,-9457.91796875
3915000,37.6979,783,783,4698.21,16.5376,4905.79,-9590.265625
3920000,37.9085,784,784,4816.39,15.6967,4947.76,-9272.65234375
3925000,38.0285,785,785,4840.43,16.5547,4956.24,-9466.1044921875
3930000,38.2196,786,786,4430.68,16.0268,4984.25,-9131.2294921875
3935000,37.5785,787,787,4866.93,16.9898,4992.12,-9698.8037109375
3940000,38.1004,788,788,4438.0,16.0064,5018.9,-9659.6708984375
3945000,38.1257,789,789,4401.71,16.6917,4941.04,-9635.314453125
3950000,38.1822,790,790,4455.08,16.5238,4985.32,-9455.0078125
3955000,38.423,791,791,4766.61,16.6929,5040.36,-9566.8583984375
3960000,38.1791,792,792,4666.77,16.3893,5005.26,-9482.33984375
3965000,38.2792,793,793,4682.71,16.3673,4980.2,-9533.3095703125
3970000,38.304,794,794,4831.31,15.9593,4985.74,-9293.6044921875
3975000,38.0708,795,795,4785.06,16.1432,4877.36,-9551.3623046875
3980000,38.0317,796,796,4844.53,16.6135,4992.0,-9437.7109375
3985000,38.1135,797,797,4813.16,15.8601,4952.79,-9463.9970703125
3990000,38.0545,798,798,4744.03,16.139,4891.78,-9102.919921875
3995000,37.9971,799,799,4811.06,15.7302,4974.98,-9027.3720703125
4000000,37.9707,800,800,4535.27,16.1469,4907.29,-9104.2978515625
4005000,38.1808,801,801,4778.74,14.7092,4943.45,-8978.205078125
4010000,37.8748,802,802,4748.12,15.6051,4888.02,-8847.9482421875
4015000,37.8458,803,803,4769.95,15.7129,4929.08,-8859.8076171875
4020000,37.5187,804,804,4804.56,15.9165,4964.94,-8897.7509765625
4025000,37.8364,805,805,4811.16,15.5874,4974.37,-9264.59765625
4030000,37.9134,806,806,4794.27,15.8789,4933.66,-9217.119140625
4035000,37.6058,807,807,4812.26,15.4491,4928.22,-8773.6015625
4040000,37.7431,808,808,4603.11,15.4109,4918.17,-8971.0888671875
4045000,37.6302,809,809,4767.29,15.6814,4884.19,-8861.1142578125
4050000,38.0659,810,810,4789.57,16.1734,4886.91,-9188.9404296875
4055000,38.2969,811,811,4832.88,16.2459,4952.61,-9629.015625
4060000,38.0814,812,812,4726.89,15.8644,4842.9,-9445.9990234375
4065000,40.6278,813,813,973.41,29.269,3186.19,-8251.294921875
4070000,55.1426,814,814,-36.85,85.4537,-39.29,-5820.41845703125
4075000,52.7656,815,815,-5.03,50.7711,-7.4,-6424.279296875
4080000,52.2675,816,816,7.03,29.9592,7.4,-7975.82421875
4085000,47.2679,817,817,37.75,47.5643,128.57,-7846.056640625
4090000,45.4406,818,818,638.11,34.8612,1043.12,-6586.4462890625
4095000,49.3361,819,819,578.75,37.8541,566.16,-6406.3994140625
4100000,41.2817,820,820,1839.77,26.6509,3607.53,-7247.31884765625
4105000,41.2237,821,821,1708.43,21.9492,1130.03,-7799.36767578125
4110000,40.8218,822,822,2103.48,24.8406,2153.61,-7858.265625
4115000,40.5691,823,823,3974.1,22.0536,4691.41,-8937.9287109375
4120000,40.0864,824,824,3619.93,19.6019,4400.15,-9069.6748046875
4125000,39.9004,825,825,2983.95,19.1601,4752.84,-9109.8916015625
4130000,39.9233,826,826,3213.83,18.8713,4728.2,-9050.267578125
4135000,39.4871,827,827,2350.58,17.1383,4774.83,-9229.3017578125
4140000,39.7399,828,828,3614.59,19.4404,4564.23,-9500.0595703125
4145000,39.7533,829,829,4295.79,18.6791,4903.88,-9972.341796875
4150000,38.9207,830,830,3178.9,17.6705,4819.34,-9466.453125
4155000,39.0355,831,831,4129.15,19.6925,4343.23,-9113.525390625
4160000,39.3816,832,832,3414.28,20.7073,4475.67,-9109.6708984375
4165000,39.2662,833,833,4249.67,18.5929,4854.15,-9483.478515625
4170000,39.3221,834,834,4124.08,17.4074,4509.87,-9920.4462890625
4175000,39.3025,835,835,4599.46,17.1624,4898.09,-9607.7353515625
4180000,38.85,836,836,4530.48,17.576,4843.03,-9722.5546875
4185000,39.1705,837,837,4243.41,19.4105,4394.39,-9668.0556640625
4190000,39.3542,838,838,4625.85,18.5495,4700.68,-9678.33203125
4195000,38.7878,839,839,4779.93,18.2023,4891.01,-9742.9423828125
4200000,38.8988,840,840,4782.24,19.0895,4919.3,-9711.9072265625
4205000,39.068,841,841,4768.55,19.0597,4890.02,-9849.4404296875
4210000,38.9164,842,842,4783.85,18.9865,4934.86,-10163.2578125
4215000,39.04,843,843,4825.45,18.7391,4942.86,-10173.912109375
4220000,39.7308,844,844,4844.82,19.6694,4941.79,-10222.1923828125
4225000,40.4357,845,845,4823.86,19.7789,4925.25,-10411.4501953125
4230000,39.7063,846,846,4824.96,19.1652,4941.28,-10200.1630859375
4235000,39.6867,847,847,4656.69,20.0013,4928.84,-10198.0439453125
4240000,40.9033,848,848,3220.08,40.7999,2211.36,-8878.5966796875
4245000,39.7443,849,849,4596.94,20.2308,4659.1,-10007.3818359375
4250000,40.8353,850,850,4015.21,30.5747,4099.03,-9757.42578125
4255000,42.2258,851,851,2582.46,23.7391,4377.95,-6529.01123046875
4260000,40.7122,852,852,3692.44,26.3509,3809.05,-9562.9658203125
4265000,40.1715,853,853,3106.08,21.3988,3359.76,-9025.130859375
4270000,39.3337,854,854,4388.69,20.4764,4739.24,-10113.4873046875
4275000,39.6732,855,855,4633.32,20.7028,4708.39,-10289.724609375
4280000,39.652,856,856,4647.27,19.1155,4933.78,-10212.9208984375
4285000,39.4896,857,857,4721.45,21.0514,4930.94,-10269.6328125
4290000,39.5118,858,858,4714.49,20.9036,4778.6,-10291.9716796875
4295000,39.2391,859,859,4468.33,19.974,4796.42,-10084.4150390625
4300000,39.1688,860,860,4714.65,20.056,4767.65,-10079.82421875
4305000,39.4155,861,861,4760.54,20.5678,4846.68,-10214.2783203125
4310000,40.6696,862,862,4773.92,22.6025,4875.07,-10529.4326171875
4315000,40.1881,863,863,4839.0,20.6266,4938.13,-10546.625
4320000,38.7194,864,864,4856.17,19.3921,4970.72,-10303.9521484375
4325000,39.7787,865,865,4689.42,21.0726,4826.02,-10368.0634765625
4330000,39.2021,866,866,4683.29,20.2196,4817.24,-10269.10546875
4335000,39.9036,867,867,4657.29,20.6485,4810.58,-10267.39453125
4340000,39.3076,868,868,4641.08,20.0768,4770.57,-10293.5908203125
4345000,39.1106,869,869,4700.68,19.8603,4774.6,-10231.9541015625
4350000,39.3217,870,870,4778.57,19.123,4945.81,-10123.7236328125
4355000,38.5227,871,871,4871.89,18.704,4218.6,-9608.7001953125
4360000,40.2101,872,872,4567.95,22.8235,4554.92,-10331.2958984375
4365000,40.8073,873,873,4787.66,22.6229,4879.98,-10456.130859375
4370000,40.8566,874,874,4610.69,22.5761,4924.86,-10799.267578125
4375000,39.7264,875,875,4746.54,21.958,4866.84,-10406.2783203125
4380000,39.8094,876,876,4487.21,20.9806,4786.95,-10168.0205078125
4385000,39.8962,877,877,4667.77,22.2782,4729.34,-10414.568359375
4390000,40.409,878,878,4582.85,22.7681,4651.63,-10302.7802734375
4395000,40.8338,879,879,4728.14,23.3867,4807.33,-10593.4296875
4400000,40.2481,880,880,4690.02,21.5653,4808.24,-10327.1865234375
4405000,40.1851,881,881,4431.38,23.3207,4715.75,-10231.58203125
4410000,41.1267,882,882,4615.11,23.2464,4692.23,-10663.951171875
4415000,41.7459,883,883,4543.62,25.5413,4572.73,-10698.07421875
4420000,41.9693,884,884,4592.52,24.795,4649.0,-10874.439453125
4425000,40.6927,885,885,4514.86,23.8488,4620.78,-10394.810546875
4430000,41.4308,886,886,4616.71,24.411,4697.44,-10732.845703125
4435000,41.5045,887,887,4686.97,24.4169,4746.64,-10696.19140625
4440000,53.1971,888,888,7.23,27.5213,6.72,-6414.09375
4445000,40.8183,889,889,4456.1,24.0081,4570.65,-10762.9306640625
4450000,40.2387,890,890,4673.32,23.128,4764.13,-10649.166015625
4455000,40.3048,891,891,4677.98,23.4944,4738.8,-10290.6025390625
4460000,40.4361,892,892,4589.37,24.3271,4644.06,-10520.7939453125
4465000,39.1185,893,893,4424.39,20.8736,4546.6,-9551.951171875
4470000,40.5835,894,894,4193.03,22.4176,4569.9,-10201.75
4475000,40.4916,895,895,3686.22,22.3146,4792.73,-9474.7119140625
4480000,39.3809,896,896,4621.19,21.976,4747.05,-10122.7265625
4485000,39.704,897,897,4740.87,22.0671,4757.97,-9952.1123046875
4490000,39.307,898,898,4732.49,21.7001,4804.1,-10150.3994140625
4495000,39.2018,899,899,4645.94,20.1931,4797.57,-9793.3330078125
4500000,39.691,900,900,4541.08,21.2451,4760.54,-10084.2197265625
4505000,39.536,901,901,4691.23,21.2104,4723.95,-10400.8955078125
4510000,39.167,902,902,4688.36,20.6276,4821.97,-10174.0263671875
4515000,38.7558,903,903,4611.67,20.2056,4706.66,-10055.8134765625
4520000,39.2188,904,904,4185.67,21.4058,4731.49,-9785.4423828125
4525000,39.0389,905,905,4583.43,20.1283,4820.1,-10033.765625
4530000,38.7137,906,906,4780.75,20.2627,4831.24,-9927.974609375
4535000,39.0532,907,907,4753.73,19.7533,4837.54,-10111.0703125
4540000,38.7854,908,908,4554.24,19.8136,4835.86,-10235.857421875
4545000,38.4302,909,909,4838.49,19.3732,4914.12,-10331.0673828125
4550000,38.7956,910,910,4789.31,18.8476,4884.55,-10211.4794921875
4555000,39.1237,911,911,4764.56,19.222,4848.63,-10359.1591796875
4560000,38.8472,912,912,4817.59,19.4388,4872.09,-10093.9580078125
4565000,38.6422,913,913,4775.33,18.9418,4843.27,-10456.29296875
4570000,38.8675,914,914,4721.94,18.6832,4810.75,-10171.5830078125
4575000,38.5978,915,915,4720.51,19.5492,4786.13,-10321.7314453125
4580000,38.5096,916,916,4737.31,18.8909,4819.45,-10336.6123046875
4585000,39.2441,917,917,4840.37,23.1225,4929.5,-9955.67578125
4590000,38.3841,918,918,4824.48,19.1103,4905.83,-10285.49609375
4595000,38.4632,919,919,4645.55,19.1212,4889.68,-10293.455078125
4600000,38.1446,920,920,4641.94,18.5175,4892.68,-10078.458984375
4605000,38.7024,921,921,4857.63,18.0146,4938.49,-10142.4560546875
4610000,38.4867,922,922,4612.26,18.5771,4915.24,-10263.517578125
4615000,38.2168,923,923,4347.88,18.1962,4924.87,-10066.5224609375
4620000,37.9439,924,924,4592.74,17.6556,4884.28,-10124.1162109375
4625000,38.3882,925,925,4691.8,16.6654,4666.86,-9722.6484375
4630000,38.1239,926,926,4833.78,17.6536,4888.56,-10196.5087890625
4635000,38.0128,927,927,4641.57,17.3525,4889.69,-10061.240234375
4640000,37.976,928,928,4470.44,17.0763,4916.99,-9795.884765625
4645000,38.2078,929,929,4212.19,17.9004,4936.66,-10137.60546875
4650000,37.9961,930,930,4703.76,17.1115,4765.76,-9818.0390625
4655000,39.0028,931,931,4274.47,17.9826,4931.65,-9852.6845703125
4660000,38.777,932,932,4876.58,17.7525,3893.03,-9345.4384765625
4665000,38.5405,933,933,3881.19,16.911,4550.52,-9558.0771484375
4670000,38.1974,934,934,4661.02,17.6862,4363.42,-10298.947265625
4675000,38.4613,935,935,4673.71,18.4893,4004.89,-10202.0986328125
4680000,38.0474,936,936,4650.36,18.0233,4928.57,-10071.884765625
4685000,38.3822,937,937,4841.63,18.1851,4930.18,-10325.3017578125
4690000,39.0543,938,938,4448.4,17.3075,4746.3,-9712.23828125
4695000,38.405,939,939,4696.33,17.3916,2113.72,-9980.9609375
4700000,38.5075,940,940,4878.0,18.3157,2926.0,-10380.8251953125
4705000,38.5666,941,941,4676.54,17.647,4783.43,-10068.7451171875
4710000,38.7056,942,942,4525.56,18.9356,4435.36,-10410.388671875
4715000,38.3609,943,943,4657.44,17.369,4396.08,-9927.35546875
4720000,38.3166,944,944,4863.14,18.1382,4950.85,-10271.33203125
4725000,38.2508,945,945,4292.83,18.0317,3444.36,-10021.8046875
4730000,38.2443,946,946,4627.01,17.6346,4776.87,-10156.16796875
4735000,38.3753,947,947,4882.25,18.553,4978.5,-10452.81640625
4740000,38.3302,948,948,4838.67,18.8716,4931.16,-10596.7822265625
4745000,38.634,949,949,4455.33,18.7744,4941.39,-10346.12109375
4750000,38.4667,950,950,4863.22,17.8724,4948.98,-10212.798828125
4755000,38.3573,951,951,4885.51,18.03,4774.99,-10400.8525390625
4760000,38.8196,952,952,4839.9,19.1601,4938.87,-10752.0029296875
4765000,38.6115,953,953,4888.29,17.0007,4957.97,-10000.099609375
4770000,39.1657,954,954,4844.98,20.3901,4936.45,-10822.08984375
4775000,38.9053,955,955,4856.53,19.0001,4953.12,-10575.830078125
4780000,39.0678,956,956,4813.78,20.0011,4953.2,-10710.92578125
4785000,38.9631,957,957,4877.24,19.0056,4968.84,-10153.908203125
4790000,38.7366,958,958,4850.85,19.0276,4944.54,-10254.9169921875
4795000,38.7826,959,959,4913.84,19.9114,4977.46,-10501.388671875
4800000,39.0887,960,960,4847.34,19.8339,4954.75,-10303.3427734375
4805000,38.3965,961,961,4810.14,19.3908,4895.39,-10193.9736328125
4810000,39.1268,962,962,4844.29,20.2297,4922.47,-10708.8369140625
4815000,38.368,963,963,4859.89,19.9083,4946.81,-10330.89453125
4820000,38.4234,964,964,4889.05,19.1048,4995.41,-10403.076171875
4825000,38.5156,965,965,4894.36,19.3831,4980.95,-10454.08984375
4830000,38.8331,966,966,4858.23,19.9691,4944.38,-10295.6923828125
4835000,38.7263,967,967,4863.09,19.2136,4962.44,-10500.3857421875
4840000,38.5584,968,968,4891.7,19.4643,4986.25,-10377.7685546875
4845000,39.3978,969,969,4494.35,19.4044,4993.97,-10299.6044921875
4850000,39.0529,970,970,4592.84,19.8662,4943.91,-10531.17578125
4855000,39.0215,971,971,4691.18,19.7869,4539.69,-10352.66796875
4860000,39.5295,972,972,4916.3,20.1946,4996.32,-10640.310546875
4865000,39.1876,973,973,4676.76,20.0694,4994.13,-10572.779296875
4870000,39.2566,974,974,4810.66,20.5311,4890.98,-10674.517578125
4875000,38.5267,975,975,4893.41,19.0077,4970.89,-10637.939453125
4880000,39.257,976,976,4808.09,19.6357,4926.51,-10421.0537109375
4885000,39.243,977,977,4848.25,19.5399,4923.98,-10796.5888671875
4890000,39.3764,978,978,4833.21,19.617,4897.95,-10814.3310546875
4895000,39.4578,979,979,4846.62,20.5822,4921.03,-10780.427734375
4900000,39.1877,980,980,4825.33,20.6048,4910.87,-10687.341796875
4905000,38.8008,981,981,4776.47,20.0805,4884.64,-10805.515625
4910000,39.1183,982,982,4835.38,20.1578,4927.05,-10738.859375
4915000,39.2415,983,983,4843.68,19.5736,4913.98,-10529.7314453125
4920000,39.0799,984,984,4863.65,19.5915,4954.85,-10731.4111328125
4925000,38.9512,985,985,4865.29,19.55,4954.77,-10539.5244140625
4930000,38.7988,986,986,4826.37,19.1523,4932.1,-10561.74609375
4935000,38.9822,987,987,4858.12,19.6113,4945.0,-10429.619140625
4940000,39.514,988,988,4184.86,20.53,4263.07,-10586.5556640625
4945000,39.6776,989,989,3959.29,20.4231,3021.98,-10644.5595703125
4950000,39.2562,990,990,4869.11,19.0105,4937.74,-10897.669921875
4955000,38.7892,991,991,4178.95,18.8621,4261.28,-10488.5322265625
4960000,38.6195,992,992,4635.55,17.9138,4708.01,-10712.001953125
4965000,39.002,993,993,4813.93,19.1876,4882.77,-10612.9619140625
4970000,38.3575,994,994,4861.69,17.3461,4951.35,-10515.033203125
4975000,38.6998,995,995,4838.6,18.5167,4919.86,-10399.4443359375
4980000,38.1858,996,996,4850.22,17.9803,4924.84,-10442.142578125
4985000,38.4669,997,997,4820.51,18.4228,4914.01,-10456.640625
4990000,38.4193,998,998,4891.42,18.5972,4943.78,-10503.580078125
4995000,38.6917,999,999,4865.31,18.7515,4956.1,-10376.892578125
5000000,39.0837,1000,1000,4438.74,19.1079,3592.34,-10580.5068359375
5005000,38.7481,1001,1001,4791.77,19.2277,4899.73,-10535.5927734375
5010000,38.7874,1002,1002,4856.83,18.5128,4946.58,-10488.673828125
5015000,38.4792,1003,1003,4868.63,18.1726,4974.96,-10751.07421875
5020000,38.6933,1004,1004,4791.77,19.0862,4861.11,-10736.4619140625
5025000,38.6207,1005,1005,4781.86,18.1849,4859.92,-10609.9716796875
5030000,38.5951,1006,1006,4848.3,19.429,4941.95,-10672.9990234375
5035000,38.2943,1007,1007,4852.35,18.5933,4936.4,-10647.5234375
5040000,38.4628,1008,1008,4875.57,19.0072,4944.85,-10884.9033203125
5045000,38.4161,1009,1009,4871.16,18.955,4993.88,-10897.392578125
5050000,38.8442,1010,1010,4901.98,19.257,4973.2,-10650.78125
5055000,38.599,1011,1011,4892.69,19.0845,4961.26,-10759.4384765625
5060000,38.7183,1012,1012,4631.69,18.3878,4438.19,-10798.166015625
5065000,39.4418,1013,1013,4712.14,20.24,4961.38,-10987.73046875
5070000,39.0638,1014,1014,4852.38,18.5881,4919.71,-10763.83203125
5075000,38.6591,1015,1015,4709.82,18.5747,4952.94,-10762.623046875
5080000,39.4198,1016,1016,4822.27,19.8935,4889.74,-10858.5859375
5085000,39.1424,1017,1017,4840.61,19.2918,4906.29,-11074.705078125
5090000,38.9659,1018,1018,4827.83,19.4631,4868.28,-10805.330078125
5095000,39.0633,1019,1019,4808.06,20.0993,4879.98,-10689.5546875
5100000,39.1001,1020,1020,4809.41,19.2775,4860.0,-10668.4873046875
5105000,39.2467,1021,1021,4784.37,19.4467,4835.86,-10592.529296875
5110000,38.6004,1022,1022,4775.02,18.995,4829.84,-10724.8203125
5115000,38.7365,1023,1023,4742.27,18.807,4803.9,-10466.9111328125
5120000,39.5483,1024,1024,4667.98,19.7924,4744.55,-10577.8271484375
5125000,38.5945,1025,1025,4210.5,20.2902,4537.21,-10168.4833984375
5130000,39.7321,1026,1026,4462.86,21.6983,4466.9,-10727.6650390625
5135000,49.9173,1027,1027,418.63,26.2501,414.1,-6974.03759765625
5140000,57.6282,1028,1028,-3.56,133.7251,-3.6,-199.36036682128906
5145000,42.1061,1029,1029,762.56,36.4088,852.9,-9948.6181640625
5150000,42.942,1030,1030,1277.78,27.9921,925.52,-10383.25390625
5155000,42.6383,1031,1031,3325.31,26.0485,3661.57,-11248.8818359375
5160000,41.4106,1032,1032,4545.54,23.8097,4583.49,-11486.3994140625
5165000,40.7263,1033,1033,4476.07,22.7098,4498.85,-11459.9189453125
5170000,40.4196,1034,1034,4524.12,21.0804,4527.56,-11477.3427734375
5175000,41.3689,1035,1035,4592.5,22.1836,4629.17,-11583.423828125
5180000,40.979,1036,1036,4724.16,22.0748,4812.01,-11512.7744140625
5185000,39.9499,1037,1037,4705.5,20.7199,4766.08,-11298.3173828125
5190000,39.9143,1038,1038,4526.8,19.3722,4655.84,-11119.31640625
5195000,39.6907,1039,1039,4778.99,22.585,4884.48,-11036.9033203125
5200000,39.5688,1040,1040,4492.3,19.3546,4702.96,-11105.23828125
5205000,39.5589,1041,1041,4610.37,19.0125,4703.14,-11093.3759765625
5210000,39.5331,1042,1042,4676.48,18.8987,4776.92,-11222.6025390625
5215000,39.6804,1043,1043,4656.65,18.4998,4771.75,-11207.6953125
5220000,39.2217,1044,1044,4675.77,18.3168,4685.94,-11249.5654296875
5225000,38.9117,1045,1045,4697.7,17.8207,4790.73,-11225.9560546875
5230000,38.8307,1046,1046,4704.34,18.5902,4667.63,-10997.546875
5235000,51.9676,1047,1047,358.76,43.3779,350.35,-6196.12841796875
5240000,52.1636,1048,1048,512.89,82.2693,542.75,-7728.5458984375
5245000,53.5107,1049,1049,243.67,115.0127,240.37,-7174.98046875
5250000,51.3325,1050,1050,350.53,53.0469,376.53,-10800.115234375
5255000,53.2527,1051,1051,97.67,116.8553,145.7,-5779.50537109375
5260000,50.8145,1052,1052,333.38,53.0131,438.57,-10434.1025390625
5265000,51.6728,1053,1053,347.56,52.6722,331.17,-11011.478515625
5270000,49.1594,1054,1054,401.94,50.6564,387.97,-11102.6533203125
5275000,48.6501,1055,1055,588.77,48.1655,517.92,-10925.3701171875
5280000,48.7286,1056,1056,511.29,61.7559,510.5,-11216.9072265625
5285000,45.834,1057,1057,851.19,56.3472,629.44,-11239.826171875
5290000,43.0234,1058,1058,1171.61,44.9186,1278.69,-10556.5234375
5295000,42.4669,1059,1059,1679.62,41.7476,2094.11,-11393.5810546875
5300000,42.8594,1060,1060,2128.85,39.5589,2902.42,-11726.1123046875
5305000,40.4778,1061,1061,2845.23,30.1522,2781.41,-11512.6572265625
5310000,40.2789,1062,1062,2887.3,27.3559,4118.5,-11337.720703125
5315000,39.4724,1063,1063,4292.26,22.2346,4708.8,-11057.2060546875
5320000,39.8167,1064,1064,3701.78,21.6238,4717.3,-11141.0654296875
5325000,39.0758,1065,1065,4575.48,20.2364,4821.19,-11005.654296875
5330000,39.3177,1066,1066,4459.81,20.3909,4745.58,-11196.2216796875
5335000,39.3585,1067,1067,4541.42,21.7274,4851.8,-11049.513671875
5340000,38.814,1068,1068,4540.07,20.5183,4863.87,-10898.232421875
5345000,39.1868,1069,1069,4696.98,19.33,4881.42,-10845.138671875
5350000,39.8233,1070,1070,4547.9,19.8918,4753.57,-11029.357421875
5355000,39.9802,1071,1071,4737.58,19.8114,3841.08,-11086.1513671875
5360000,39.4222,1072,1072,4696.94,19.5238,4831.01,-11027.2041015625
5365000,39.5991,1073,1073,4476.93,19.8941,4842.1,-11172.453125
5370000,39.6734,1074,1074,4320.17,19.6068,4837.15,-11121.9931640625
5375000,39.2149,1075,1075,4590.16,19.7217,4870.77,-11170.3564453125
5380000,39.9558,1076,1076,4532.83,20.3823,4829.29,-11385.267578125
5385000,39.4062,1077,1077,4724.07,19.4244,4814.02,-11282.8193359375
5390000,39.19,1078,1078,4643.57,19.3484,4826.66,-11167.330078125
5395000,39.1275,1079,1079,4585.43,19.7008,4787.36,-11221.259765625
5400000,39.3996,1080,1080,4488.77,19.5227,4824.5,-11075.8076171875
5405000,38.9008,1081,1081,4663.89,19.3958,4824.95,-10845.72265625
5410000,39.1669,1082,1082,4514.44,19.5598,4810.59,-10973.6689453125
5415000,38.8803,1083,1083,4728.98,19.7117,4824.83,-10898.501953125
5420000,38.8242,1084,1084,4573.73,19.1156,4897.22,-10914.5986328125
5425000,39.3937,1085,1085,4554.01,19.6109,4886.66,-10978.0390625
5430000,38.7624,1086,1086,4503.79,18.6685,4911.69,-11076.4521484375
5435000,39.019,1087,1087,4753.28,19.1149,4859.97,-11055.943359375
5440000,38.7616,1088,1088,4570.54,18.8842,4886.86,-10950.1806640625
5445000,39.0794,1089,1089,4548.58,19.15,4863.19,-11183.353515625
5450000,38.6123,1090,1090,4756.25,19.6339,4834.04,-10968.208984375
5455000,38.9884,1091,1091,4763.57,19.0768,4854.57,-11047.7578125
5460000,38.4563,1092,1092,4770.43,18.5154,4869.88,-11245.70703125
5465000,38.8907,1093,1093,4714.67,19.3263,4819.91,-11082.611328125
5470000,37.9992,1094,1094,4568.37,18.581,4905.16,-11035.2685546875
5475000,38.5412,1095,1095,4592.14,18.9832,4893.19,-11117.6591796875
5480000,39.0542,1096,1096,4783.7,19.4691,4882.62,-11503.96875
5485000,38.6892,1097,1097,4788.35,19.4071,4852.37,-11311.748046875
5490000,39.3343,1098,1098,4736.81,19.1135,4797.3,-11477.8271484375
5495000,38.54,1099,1099,4778.41,18.961,4865.87,-11415.669921875
5500000,38.907,1100,1100,4764.95,19.1623,4862.21,-11428.751953125
5505000,39.3563,1101,1101,4719.31,19.3418,4796.92,-11402.224609375
5510000,38.9104,1102,1102,4750.78,19.0653,4848.08,-11428.57421875
5515000,38.7443,1103,1103,4798.24,18.8224,4882.26,-11311.6552734375
5520000,38.4205,1104,1104,4797.43,18.5406,4890.1,-11461.0654296875
5525000,38.0252,1105,1105,4795.97,18.7077,4880.04,-11333.8154296875
5530000,38.7595,1106,1106,4729.08,18.7213,4827.7,-11471.779296875
5535000,38.0512,1107,1107,4757.61,18.6528,4834.74,-11304.201171875
5540000,38.2789,1108,1108,4821.3,19.2796,4905.52,-11457.4267578125
5545000,38.4954,1109,1109,4771.36,18.8612,4869.37,-11433.0439453125
5550000,38.3335,1110,1110,4789.86,18.9662,4879.4,-11461.0068359375
5555000,38.1812,1111,1111,4579.93,18.6424,4888.29,-11467.1552734375
5560000,38.5029,1112,1112,4818.41,19.0916,4906.38,-11466.6650390625
5565000,38.136,1113,1113,4612.44,18.6385,4890.93,-11450.51171875
5570000,38.6298,1114,1114,4582.43,19.1983,4874.28,-11639.73046875
5575000,38.5895,1115,1115,4813.15,19.5375,4895.55,-11703.9384765625
5580000,38.3762,1116,1116,4796.94,19.3044,4886.48,-11688.240234375
5585000,38.7619,1117,1117,4812.44,19.6127,4874.57,-11905.857421875
5590000,38.5336,1118,1118,4825.15,19.4749,4901.92,-11685.935546875
5595000,38.7971,1119,1119,4817.3,19.064,4908.65,-11555.7685546875
5600000,38.6023,1120,1120,4811.57,19.1343,4892.85,-11547.3291015625
5605000,38.3938,1121,1121,4838.78,18.4861,4929.21,-11508.447265625
5610000,38.3969,1122,1122,4649.47,18.5156,4927.2,-11682.02734375
5615000,38.1573,1123,1123,4632.81,18.3906,4911.45,-11458.380859375
5620000,37.7972,1124,1124,4627.51,17.9089,4932.97,-11337.1025390625
5625000,38.2479,1125,1125,4846.88,18.0154,4903.45,-11404.072265625
5630000,38.337,1126,1126,4795.72,18.5456,4872.39,-11548.013671875
5635000,38.3199,1127,1127,4836.86,18.7704,4917.21,-11551.73828125
5640000,38.3995,1128,1128,4642.61,18.502,4893.61,-11404.8427734375
5645000,37.8265,1129,1129,4417.45,17.7875,4057.32,-11365.3544921875
5650000,38.3413,1130,1130,4636.33,18.293,4923.22,-11484.740234375
5655000,38.0431,1131,1131,4841.33,18.3603,4907.53,-11613.970703125
5660000,38.3646,1132,1132,4840.25,18.6313,4893.6,-11631.4716796875
5665000,38.3757,1133,1133,4809.78,18.2331,4880.72,-11367.5205078125
5670000,38.6994,1134,1134,4609.88,18.2121,4894.25,-11433.849609375
5675000,38.7929,1135,1135,4630.8,19.179,4894.81,-11789.4931640625
5680000,38.5979,1136,1136,4651.2,18.2792,4934.4,-11659.7119140625
5685000,38.3962,1137,1137,4840.1,18.1704,4908.71,-11560.4111328125
5690000,38.1851,1138,1138,4801.09,18.1249,4844.63,-11660.6259765625
5695000,38.8954,1139,1139,4795.4,18.5838,4871.95,-11724.8896484375
5700000,42.2846,1140,1140,217.32,53.6827,690.52,-6882.5771484375
5705000,55.2816,1141,1141,-20.43,70.4066,-22.2,-12257.4609375
5710000,55.3101,1142,1142,8.44,43.9466,9.2,-8395.4765625
