Running Update Time,Reward Loss,Real Sto Return,Itration,Running Env Steps,Real Det Return,Running Forward KL,Running Reverse KL
765,-6693.072265625,5460.28,765,3825000,5533.04,35.6515,17.0429
766,-6858.18115234375,5439.85,766,3830000,5558.7,36.0384,16.9961
767,-6694.107421875,5372.41,767,3835000,5452.15,35.4397,16.5915
768,-6983.75244140625,4945.62,768,3840000,5600.68,35.4408,19.2313
769,-7453.50439453125,5232.01,769,3845000,5620.99,35.1296,17.2071
770,-7122.00732421875,4382.65,770,3850000,5558.91,35.2153,16.1856
771,-6530.15283203125,4947.14,771,3855000,5526.52,34.4693,16.3728
772,-6825.62158203125,5336.94,772,3860000,5518.28,35.5626,16.4103
773,-6351.2763671875,5437.3,773,3865000,5551.15,34.4938,17.5387
774,-6570.96337890625,5343.69,774,3870000,5392.66,35.483,17.0765
775,-7544.63916015625,4416.86,775,3875000,4571.93,35.3732,19.4706
776,-7007.185546875,5393.76,776,3880000,5417.9,35.2511,19.3813
777,-6685.255859375,5281.5,777,3885000,5377.22,35.9986,17.4203
778,-7310.5771484375,5399.59,778,3890000,5494.82,36.0165,18.032
779,-6498.64306640625,5314.6,779,3895000,5446.25,34.2619,15.8738
780,-6565.4130859375,5342.7,780,3900000,5419.59,34.3577,16.7094
781,-6251.65185546875,5345.25,781,3905000,5490.71,34.6616,17.4117
782,-7219.0751953125,5170.62,782,3910000,5482.07,35.6575,18.3678
783,-7057.66015625,4901.31,783,3915000,5441.21,35.0479,16.4944
784,-7307.37890625,5344.73,784,3920000,5480.96,35.35,17.129
785,-7477.04541015625,5432.63,785,3925000,5607.48,35.0165,15.7363
786,-7241.78369140625,5405.27,786,3930000,5590.48,34.6588,15.924
787,-7623.05078125,5049.86,787,3935000,4773.17,36.5535,17.0633
788,-7558.18603515625,5287.67,788,3940000,5485.78,35.8565,16.2894
789,-7392.50927734375,5323.69,789,3945000,5469.58,35.9474,16.8282
790,-8295.513671875,5330.85,790,3950000,5522.71,36.0673,17.9148
791,-8395.12890625,5378.86,791,3955000,5615.15,35.8058,17.4403
792,-8105.45166015625,5407.38,792,3960000,5638.07,34.9836,16.6583
793,-7702.25634765625,5367.14,793,3965000,5592.31,34.7193,16.3467
794,-7959.83984375,5447.87,794,3970000,5613.62,36.0045,17.5228
795,-7795.052734375,5416.94,795,3975000,5592.57,35.3503,17.2462
796,-7937.5126953125,5329.18,796,3980000,5585.14,36.1824,17.7814
797,-7521.0703125,5334.8,797,3985000,5573.24,35.415,17.7508
798,-7747.609375,5071.55,798,3990000,5036.17,36.061,18.0846
799,-7768.45068359375,5168.24,799,3995000,5325.31,36.5747,17.835
800,-6934.47802734375,4514.36,800,4000000,4630.99,37.1421,21.1471
801,-7606.95849609375,4789.63,801,4005000,5131.05,36.1545,18.1426
802,-8058.46875,5174.9,802,4010000,5273.82,36.7705,18.992
803,-7905.45166015625,5379.81,803,4015000,5538.36,35.1776,17.2918
804,-8227.7802734375,5443.11,804,4020000,5585.74,35.8995,17.613
805,-7919.63916015625,4716.8,805,4025000,5526.39,36.6102,17.9499
806,-8127.95751953125,5464.38,806,4030000,5638.07,36.5958,17.6987
807,-8251.4169921875,5060.59,807,4035000,5567.8,36.5716,17.9599
808,-8090.68017578125,5450.77,808,4040000,5623.69,35.595,17.5955
809,-7058.802734375,5279.34,809,4045000,5359.57,36.0533,16.9046
810,-7571.5322265625,5362.32,810,4050000,5500.85,35.5013,16.9521
811,-7968.19189453125,5403.75,811,4055000,5577.8,35.4637,17.7965
812,-8072.00244140625,5247.55,812,4060000,5664.98,36.0735,17.6792
813,-8158.984375,5393.04,813,4065000,5584.87,35.982,17.3558
814,-8645.171875,5402.75,814,4070000,5550.05,36.0677,16.74
815,-7777.3076171875,5415.77,815,4075000,5572.89,36.1322,16.3814
816,-8448.2216796875,4648.41,816,4080000,5560.55,36.547,15.3842
817,-8722.744140625,3653.58,817,4085000,5603.09,37.4545,21.3282
