Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Forward KL,Reward Loss,Real Det Return
777,3885000,36.699,1560.04,777,42.4211,-32175.857421875,1674.29
778,3890000,18.8049,3654.85,778,42.1268,-30147.185546875,3627.93
779,3895000,36.5698,2169.9,779,48.2739,-31152.9453125,2145.05
780,3900000,33.9219,3650.51,780,38.9722,-29090.8984375,3807.15
781,3905000,35.8542,3195.65,781,40.7417,-27933.166015625,3958.71
782,3910000,20.2013,2457.16,782,39.8422,-28052.162109375,3424.44
783,3915000,61.3662,2259.38,783,42.7978,-32161.79296875,1593.25
784,3920000,26.9748,3341.89,784,39.5025,-27281.984375,3330.76
785,3925000,27.7447,4697.44,785,39.6222,-25866.44140625,4163.85
786,3930000,29.3697,3618.78,786,39.7197,-26915.912109375,3589.78
787,3935000,25.5263,3987.03,787,39.3832,-28162.349609375,3447.22
788,3940000,24.0973,3895.56,788,40.3704,-34546.4296875,3370.19
789,3945000,27.1902,3686.88,789,40.1635,-30491.16796875,3236.08
790,3950000,46.5485,1106.92,790,41.111,-31790.8046875,1114.31
791,3955000,37.5951,2069.3,791,39.0198,-28779.955078125,2777.62
792,3960000,22.51,3410.94,792,39.6462,-37052.234375,1789.26
793,3965000,25.2521,4340.47,793,39.9902,-32229.919921875,4749.99
794,3970000,27.4686,3667.3,794,39.8164,-33550.19140625,4734.69
795,3975000,25.2338,4743.81,795,38.6975,-33700.328125,3889.5
796,3980000,40.3227,1925.6,796,40.4543,-33303.93359375,1105.78
797,3985000,47.9509,1547.57,797,41.8769,-31831.900390625,2620.4
798,3990000,47.6699,2773.67,798,41.4493,-31560.939453125,1851.52
799,3995000,28.7893,3146.78,799,38.982,-32010.263671875,1966.14
800,4000000,35.887,3732.08,800,39.9808,-35745.48046875,4571.65
801,4005000,25.4601,3205.53,801,39.0145,-32982.984375,3528.48
802,4010000,21.6747,4278.25,802,38.5373,-33519.72265625,5363.39
803,4015000,47.2198,4575.75,803,40.0574,-35158.234375,4372.43
804,4020000,21.6334,4369.31,804,37.6149,-31572.76171875,3986.88
805,4025000,29.5313,4918.9,805,38.1528,-33003.93359375,5007.45
806,4030000,24.0883,5051.13,806,37.1988,-31929.974609375,5407.01
807,4035000,21.7422,5026.52,807,38.4242,-32037.05859375,4876.76
808,4040000,22.7733,4987.74,808,38.7893,-31731.337890625,4978.87
809,4045000,25.1116,5148.73,809,38.1645,-32578.564453125,5233.72
810,4050000,20.8492,5229.85,810,37.3863,-30466.78125,5308.87
811,4055000,21.5072,5124.83,811,37.6147,-31718.94921875,5221.88
812,4060000,22.4201,5060.8,812,37.9187,-31373.501953125,5090.32
813,4065000,21.179,4862.04,813,37.6945,-32484.4140625,5124.42
814,4070000,20.8485,5072.86,814,37.3041,-30638.40625,5173.7
815,4075000,20.3661,5102.54,815,37.0423,-29949.80078125,5178.68
816,4080000,20.1491,5145.63,816,37.7009,-31884.603515625,5264.58
817,4085000,20.0934,5085.46,817,36.7228,-30772.00390625,5143.48
818,4090000,20.0725,5043.7,818,37.1356,-31623.5,5106.54
819,4095000,19.783,5103.76,819,36.2809,-30170.703125,5195.35
820,4100000,18.6516,5192.79,820,35.6628,-30110.505859375,5340.92
821,4105000,19.2152,5051.02,821,36.167,-30720.5,5186.97
822,4110000,18.5846,5073.28,822,35.427,-30204.08984375,5217.64
823,4115000,92.6951,248.21,823,54.8029,-47941.75390625,1.43
824,4120000,18.3562,4024.46,824,35.3775,-25971.146484375,5136.14
825,4125000,18.849,4938.82,825,36.0179,-28045.669921875,5133.45
826,4130000,18.8213,4937.09,826,36.4671,-30418.79296875,5283.65
827,4135000,18.7513,5060.05,827,38.0353,-32271.337890625,5313.96
828,4140000,19.3162,4940.88,828,37.3249,-33531.44140625,5222.9
829,4145000,19.4326,5198.2,829,37.3658,-34970.1953125,5319.85
830,4150000,22.9528,3948.07,830,38.1842,-33465.421875,3062.18
831,4155000,20.3367,5124.73,831,36.5851,-32027.94921875,5315.21
832,4160000,22.2837,4234.18,832,37.6522,-32517.359375,3609.8
833,4165000,19.7544,4711.54,833,36.6004,-30940.9921875,5254.87
834,4170000,18.917,5119.38,834,36.0918,-30884.66015625,5242.26
835,4175000,18.1342,5228.2,835,35.4894,-31945.37890625,5392.4
836,4180000,17.8605,5235.39,836,35.3387,-32025.51953125,5400.14
837,4185000,18.2281,5221.64,837,35.4952,-32506.07421875,5424.37
838,4190000,18.4618,5292.7,838,35.7139,-33905.4140625,5493.53
839,4195000,18.7394,5287.06,839,35.4463,-32584.310546875,5470.66
840,4200000,18.8796,5306.78,840,35.8161,-34718.27734375,5466.84
841,4205000,19.4161,5306.54,841,36.2579,-35295.46875,5451.07
842,4210000,19.5689,5299.44,842,35.9548,-33895.42578125,5447.8
843,4215000,19.4822,5290.45,843,36.1223,-35186.28125,5434.02
844,4220000,19.1304,5300.98,844,36.1853,-35692.03125,5469.21
845,4225000,19.3725,5256.54,845,36.2708,-36126.17578125,5407.82
846,4230000,19.4396,5209.25,846,36.5865,-35643.6015625,5405.64
847,4235000,19.5814,5222.05,847,36.6605,-35942.70703125,5394.13
848,4240000,19.6986,5218.43,848,36.7615,-36576.00390625,5386.53
849,4245000,18.7756,5223.48,849,36.574,-36875.40234375,5387.75
850,4250000,19.3427,4972.24,850,36.4806,-36714.79296875,5331.7
851,4255000,19.5567,5255.7,851,36.0184,-36054.546875,5394.94
852,4260000,19.3873,5268.26,852,35.3476,-35771.6640625,5442.62
853,4265000,19.072,5218.44,853,35.5485,-36268.1953125,5439.55
854,4270000,19.2237,5235.33,854,35.6968,-36697.2890625,5403.13
855,4275000,19.0212,5270.51,855,35.3482,-36463.55859375,5428.83
856,4280000,19.5389,5271.76,856,35.3583,-35612.84375,5474.02
857,4285000,19.6106,5286.57,857,34.9762,-35742.65234375,5414.23
858,4290000,19.1315,5257.36,858,35.3522,-35950.6484375,5423.61
859,4295000,19.2009,5214.22,859,35.8153,-35397.64453125,5380.19
860,4300000,18.8868,5269.99,860,35.5113,-35927.73046875,5480.91
861,4305000,19.1613,5238.82,861,35.4972,-35951.1171875,5443.46
862,4310000,19.1174,5242.65,862,35.7662,-37078.29296875,5422.54
863,4315000,19.3452,5199.09,863,35.4316,-36818.20703125,5415.41
864,4320000,19.7162,5211.83,864,36.1502,-38732.515625,5394.27
865,4325000,18.5889,4979.73,865,35.2395,-37146.84375,5462.75
866,4330000,18.6229,5216.77,866,35.5927,-36950.66015625,5382.38
867,4335000,19.3348,5205.98,867,35.945,-37299.62890625,5426.79
868,4340000,18.69,5198.21,868,36.1588,-37241.23828125,5348.72
869,4345000,18.9819,5226.41,869,35.7551,-37232.68359375,5465.13
870,4350000,19.144,4980.43,870,36.3315,-37417.58984375,5418.69
871,4355000,19.0984,5251.36,871,35.5608,-36288.90625,5463.95
872,4360000,19.4901,5214.73,872,36.1653,-37414.16015625,5447.84
873,4365000,19.2637,5219.86,873,35.9301,-37446.30859375,5322.62
874,4370000,19.3696,5233.37,874,35.4266,-36621.28515625,5380.2
875,4375000,19.4268,5204.66,875,35.8743,-37956.71484375,5342.75
876,4380000,19.1463,5193.56,876,36.2469,-37482.22265625,5352.13
877,4385000,18.6049,5182.13,877,35.9562,-37712.2265625,5347.74
878,4390000,18.7609,5261.52,878,35.4784,-37454.453125,5514.4
879,4395000,19.2302,5260.87,879,35.542,-36847.0546875,5441.76
880,4400000,18.4331,5256.01,880,35.2337,-36581.32421875,5423.13
881,4405000,19.0944,5223.26,881,35.2735,-36651.38671875,5355.1
882,4410000,18.7616,5180.73,882,35.8772,-37281.45703125,5324.48
883,4415000,18.9703,5220.21,883,35.0486,-37044.28515625,5361.72
884,4420000,18.6995,5242.56,884,35.5043,-36897.50390625,5365.96
885,4425000,18.8165,5238.83,885,35.5799,-37701.89453125,5393.87
886,4430000,18.4267,5201.11,886,35.868,-38089.2421875,5332.91
887,4435000,18.3401,5264.28,887,35.2175,-36059.65234375,5461.94
888,4440000,18.5485,5271.75,888,34.7427,-35308.5546875,5418.39
889,4445000,17.8875,5228.39,889,34.6722,-34688.1328125,5359.79
890,4450000,17.8223,5232.68,890,34.9793,-35135.76953125,5390.11
891,4455000,17.8444,5237.81,891,35.0946,-36209.52734375,5420.5
892,4460000,17.9625,5263.53,892,34.7997,-35135.83203125,5290.11
893,4465000,18.761,5226.97,893,35.2043,-36733.7890625,5350.31
894,4470000,18.5935,5217.21,894,35.3253,-36851.203125,5282.35
895,4475000,18.8371,5230.65,895,35.5411,-36733.37109375,5316.85
896,4480000,19.3979,5222.55,896,35.7815,-37721.3671875,5373.72
897,4485000,18.4375,5258.67,897,34.9575,-36595.7734375,5231.79
898,4490000,19.0816,5186.04,898,36.3702,-38887.5078125,5345.39
899,4495000,19.0791,5211.0,899,36.1046,-38678.953125,5372.86
900,4500000,18.3676,5234.16,900,35.455,-36477.5234375,5411.16
901,4505000,19.073,5183.75,901,35.5868,-37993.65234375,5368.45
902,4510000,18.2422,5243.07,902,34.8798,-36387.50390625,5445.59
903,4515000,18.4929,5226.5,903,35.421,-37467.9921875,5376.25
904,4520000,19.4131,5214.05,904,35.8816,-38781.39453125,5373.92
905,4525000,57.3252,1779.97,905,40.9634,-42254.7578125,2107.66
906,4530000,27.0833,3119.72,906,42.8439,-35488.93359375,4125.59
907,4535000,20.501,2883.2,907,41.5007,-31939.857421875,1346.75
908,4540000,25.1223,4082.29,908,44.6746,-37654.7578125,4093.99
909,4545000,25.2175,4672.46,909,42.3738,-45238.5625,4670.99
910,4550000,19.5244,4429.31,910,37.4588,-34454.72265625,4194.62
911,4555000,21.9834,4974.64,911,36.3108,-38633.80078125,5078.13
912,4560000,22.2039,4684.44,912,39.4651,-40388.921875,4879.5
913,4565000,20.3337,4942.41,913,36.8577,-37635.62109375,5131.11
914,4570000,18.9975,4985.8,914,35.8174,-36908.29296875,5236.85
915,4575000,20.5173,5086.96,915,37.2837,-40732.859375,5181.85
916,4580000,25.0683,5189.62,916,37.1452,-39178.83984375,5318.69
917,4585000,19.2521,5135.18,917,36.9884,-39993.65625,5243.21
918,4590000,20.0552,5019.35,918,38.1083,-41321.0,5140.93
919,4595000,19.3971,5189.9,919,36.3235,-39926.2265625,5374.57
920,4600000,19.3024,5246.31,920,35.594,-38046.484375,5480.35
921,4605000,19.9215,5218.19,921,36.8513,-38826.48046875,5408.45
922,4610000,19.4943,5232.19,922,36.4328,-39281.89453125,5392.22
923,4615000,20.1125,5193.49,923,37.5776,-41042.01171875,5304.77
924,4620000,20.0459,5157.37,924,37.7714,-41009.9375,5324.1
925,4625000,20.1097,5190.52,925,37.168,-41735.69921875,5333.63
926,4630000,19.2712,5196.24,926,37.0408,-40533.15625,5442.2
927,4635000,19.8866,5224.32,927,37.1045,-40158.6796875,5434.05
928,4640000,19.7763,5253.32,928,37.1412,-41238.15234375,5477.76
