Real Det Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time
4246.36,781,42.401,3905000,18.697,-43836.8046875,4158.98,781
4164.18,782,43.2163,3910000,19.9534,-46020.24609375,4088.65,782
4402.92,783,44.1907,3915000,20.8094,-47027.9921875,4344.0,783
4315.28,784,42.7793,3920000,20.6002,-46792.953125,4308.19,784
4218.53,785,42.9733,3925000,20.1675,-43710.25390625,4162.96,785
4314.7,786,43.7891,3930000,21.378,-46262.86328125,4216.28,786
4363.4,787,43.5736,3935000,21.0148,-46409.1796875,4225.76,787
4379.05,788,43.6161,3940000,20.7601,-46594.03515625,4268.41,788
4235.13,789,43.5354,3945000,20.7319,-47342.9453125,4159.16,789
4263.19,790,44.2187,3950000,21.6721,-48470.78125,4165.15,790
4280.59,791,44.0001,3955000,21.7026,-47602.7109375,4215.54,791
4254.78,792,42.8707,3960000,20.8547,-46397.44921875,4276.64,792
4196.93,793,42.3218,3965000,19.9665,-46616.734375,4199.77,793
4271.16,794,43.069,3970000,18.4237,-48298.42578125,4130.94,794
4197.76,795,42.169,3975000,18.1524,-47362.921875,4157.72,795
4292.5,796,41.9002,3980000,18.533,-47503.10546875,4170.46,796
4236.82,797,43.0999,3985000,18.5311,-48492.36328125,4139.65,797
4301.85,798,42.9497,3990000,18.3494,-48970.15234375,4147.55,798
4332.22,799,42.7846,3995000,17.6846,-48528.6484375,4234.89,799
4465.16,800,42.1089,4000000,18.9819,-48641.0625,4333.7,800
4353.89,801,42.31,4005000,19.1925,-49144.3046875,4255.35,801
4392.02,802,41.8475,4010000,19.434,-48659.12890625,4293.19,802
4399.25,803,41.4261,4015000,18.7137,-48223.1015625,4287.15,803
4432.06,804,41.4758,4020000,18.1149,-48469.1953125,4255.83,804
4506.29,805,40.5244,4025000,18.3348,-46286.01953125,4143.68,805
4424.3,806,40.7788,4030000,18.9595,-47044.96875,4392.91,806
4411.9,807,41.5392,4035000,18.1828,-48107.484375,4312.8,807
4377.82,808,41.2824,4040000,18.2409,-47727.078125,4288.8,808
4465.57,809,41.1939,4045000,18.0914,-48684.60546875,4312.55,809
4429.01,810,41.0318,4050000,18.222,-47958.5859375,4342.13,810
4460.31,811,41.2791,4055000,18.0707,-49159.984375,4290.56,811
4349.64,812,41.3375,4060000,18.1669,-49677.48046875,4245.09,812
4371.38,813,41.1581,4065000,17.9025,-49807.07421875,4255.88,813
4340.08,814,41.1682,4070000,17.2707,-49225.62109375,4208.63,814
4397.59,815,40.9728,4075000,17.5415,-49013.8359375,4296.93,815
4377.72,816,41.0844,4080000,18.0684,-48007.02734375,4249.45,816
4369.05,817,41.6513,4085000,18.068,-50400.22265625,4267.42,817
4363.1,818,41.072,4090000,18.0293,-48140.04296875,4287.93,818
4299.33,819,41.8286,4095000,18.9176,-49185.15625,4243.1,819
4327.75,820,41.5504,4100000,18.0505,-49192.04296875,4238.86,820
4315.58,821,41.0575,4105000,18.5407,-49355.44921875,4226.2,821
4418.19,822,41.1293,4110000,18.4777,-49136.83203125,4319.59,822
4378.37,823,41.2119,4115000,18.0156,-49160.65234375,4265.44,823
4358.57,824,40.6841,4120000,18.1716,-48476.69921875,4214.35,824
4322.34,825,41.0176,4125000,18.3562,-49998.87109375,4238.74,825
4339.85,826,41.1423,4130000,17.8048,-48904.296875,4268.72,826
4359.37,827,40.6789,4135000,17.5849,-49074.6875,4294.42,827
4341.36,828,41.3352,4140000,17.8644,-49630.51171875,4265.09,828
4403.26,829,40.9628,4145000,18.0446,-49479.78515625,4300.42,829
4323.0,830,41.2263,4150000,17.8138,-49613.35546875,4258.37,830
4348.26,831,40.6919,4155000,18.3278,-48923.43359375,4323.57,831
4355.13,832,40.6828,4160000,17.1579,-48411.0703125,4276.35,832
4317.18,833,40.336,4165000,18.2435,-49337.22265625,4286.33,833
4305.18,834,41.28,4170000,18.7014,-50347.37890625,4210.14,834
4395.7,835,40.5263,4175000,19.7881,-46271.55078125,4321.48,835
4275.52,836,41.0165,4180000,17.7511,-47841.44921875,4215.21,836
4199.36,837,41.7271,4185000,17.9256,-48598.421875,3915.32,837
4263.52,838,41.0825,4190000,18.0067,-47793.08984375,4203.45,838
4285.0,839,41.3767,4195000,17.9833,-50164.78515625,4222.17,839
4266.98,840,40.9461,4200000,18.2287,-48514.83203125,4292.53,840
4384.2,841,41.322,4205000,18.9015,-48093.23046875,4291.12,841
4317.06,842,40.9605,4210000,17.9312,-48498.13671875,4259.51,842
4406.24,843,40.1437,4215000,19.7376,-44154.19921875,4147.93,843
4354.93,844,40.8549,4220000,16.6007,-48535.046875,4262.57,844
1575.73,845,45.5007,4225000,28.2356,-48718.54296875,1072.27,845
245.69,846,51.9332,4230000,40.2143,-53263.12890625,243.41,846
432.91,847,51.5912,4235000,37.0925,-54457.7890625,441.68,847
436.99,848,49.2804,4240000,23.3389,-55915.57421875,346.16,848
444.01,849,48.9673,4245000,34.792,-52304.59375,405.43,849
1064.71,850,44.1846,4250000,36.2363,-46029.56640625,1480.76,850
2401.12,851,43.4029,4255000,31.1697,-47455.4921875,2480.44,851
3757.85,852,41.386,4260000,22.4098,-51814.1328125,3908.48,852
2424.06,853,45.0125,4265000,29.4688,-51745.45703125,2300.76,853
3086.58,854,42.9826,4270000,23.4003,-49519.30078125,3459.23,854
4237.23,855,42.0675,4275000,20.347,-48675.51171875,4173.08,855
3952.88,856,42.5505,4280000,20.2628,-50385.6640625,3954.75,856
3928.42,857,41.8173,4285000,19.224,-49290.4921875,3966.33,857
3074.37,858,42.3267,4290000,22.8724,-49522.53125,3221.16,858
3849.29,859,41.8258,4295000,17.3622,-50657.7890625,3355.67,859
3884.88,860,41.672,4300000,16.9336,-51302.0703125,3722.58,860
3921.67,861,42.0275,4305000,16.5678,-50929.8828125,3855.14,861
3933.53,862,42.1136,4310000,17.5348,-51662.39453125,3928.91,862
3996.89,863,42.0499,4315000,17.5652,-51128.01953125,3929.64,863
3972.27,864,42.4539,4320000,17.6635,-51141.5078125,3923.69,864
3972.24,865,42.1398,4325000,17.8216,-49657.94140625,3886.41,865
4133.59,866,41.7091,4330000,17.3721,-51109.9140625,3952.07,866
4075.93,867,42.136,4335000,17.7014,-49936.21875,4045.48,867
3984.32,868,42.1711,4340000,20.5182,-48008.49609375,3491.54,868
3767.14,869,42.2522,4345000,21.0978,-49648.39453125,3312.3,869
3832.72,870,42.4786,4350000,18.53,-49856.76953125,4007.76,870
4197.92,871,41.9627,4355000,18.2341,-50527.69140625,4110.58,871
4314.68,872,41.2059,4360000,17.8917,-48794.82421875,3873.92,872
4244.13,873,41.6862,4365000,17.513,-48147.0859375,3817.13,873
4262.19,874,41.9155,4370000,18.3233,-48466.6875,4125.9,874
4161.45,875,41.8718,4375000,17.0618,-48791.66015625,4068.59,875
4123.25,876,41.6128,4380000,18.4054,-49102.84375,4062.44,876
4099.67,877,42.1151,4385000,18.3797,-48978.5546875,4092.06,877
4135.54,878,42.5015,4390000,18.8978,-48776.75390625,4149.42,878
4213.56,879,41.4211,4395000,17.4924,-47449.51171875,4120.25,879
4243.54,880,42.4253,4400000,16.7176,-50921.796875,3790.4,880
4032.8,881,41.3604,4405000,17.2985,-48134.86328125,3764.63,881
4069.31,882,42.1187,4410000,16.8382,-50671.65234375,3999.43,882
