Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Itration,Running Env Steps
769,4589.0,18.9805,35.794,4573.77,-24903.1796875,769,3845000
770,4599.25,19.5346,36.5596,4524.48,-27757.30859375,770,3850000
771,4843.75,21.0039,37.1286,4696.67,-26724.84375,771,3855000
772,4668.1,20.2398,36.5442,4803.33,-26849.19140625,772,3860000
773,3677.5,20.2314,37.4342,4499.58,-26979.451171875,773,3865000
774,4588.02,17.1845,36.4692,4705.58,-30868.673828125,774,3870000
775,5151.34,19.1839,35.9401,4225.1,-25253.923828125,775,3875000
776,2772.01,24.1261,35.6207,3627.25,-27554.484375,776,3880000
777,1714.56,18.4718,36.4214,4512.64,-28166.84375,777,3885000
778,5315.16,19.1529,35.9979,5057.56,-25434.345703125,778,3890000
779,5250.39,18.6917,36.2353,4941.8,-25145.599609375,779,3895000
780,4968.5,19.7647,36.507,4483.9,-27484.8359375,780,3900000
781,1382.85,74.7724,41.0451,1395.38,-36134.8515625,781,3905000
782,5196.61,18.1741,34.8189,5044.64,-23510.37109375,782,3910000
783,5146.36,24.4364,34.3371,4638.47,-24420.734375,783,3915000
784,5082.94,19.1208,35.0916,5024.96,-24304.33203125,784,3920000
785,5203.62,18.4688,34.7129,5113.53,-22799.126953125,785,3925000
786,5292.98,16.8858,34.4237,5198.81,-24779.88671875,786,3930000
787,5241.44,18.377,34.7025,5112.98,-24087.630859375,787,3935000
788,5217.11,19.3779,35.3919,5081.94,-26200.03515625,788,3940000
789,5206.5,18.6598,35.2161,5111.36,-26021.046875,789,3945000
790,5198.09,18.7258,35.06,5174.19,-24316.853515625,790,3950000
791,5241.13,18.2193,34.7248,5139.8,-24849.923828125,791,3955000
792,5124.9,19.2664,35.4685,5101.12,-24954.890625,792,3960000
793,5241.36,17.7574,33.9745,5191.78,-23952.765625,793,3965000
794,5248.78,18.1668,34.6264,5155.94,-24382.92578125,794,3970000
795,5200.31,17.757,33.7551,5240.28,-23340.841796875,795,3975000
796,5148.24,17.8098,34.2932,5163.26,-23328.451171875,796,3980000
797,5051.78,17.5802,33.9922,5091.39,-23138.259765625,797,3985000
798,5140.39,17.0806,32.7991,5145.28,-21625.609375,798,3990000
799,5167.75,17.0146,32.619,5223.46,-22464.2734375,799,3995000
800,5222.97,17.2109,33.3483,5259.12,-23533.462890625,800,4000000
801,5128.99,16.7536,33.0754,5192.03,-23363.46875,801,4005000
802,5226.86,16.5739,33.301,5285.9,-23718.3359375,802,4010000
803,5262.12,16.6104,33.0555,5281.13,-24111.681640625,803,4015000
804,5257.28,16.5151,32.1849,5276.38,-22167.443359375,804,4020000
805,5265.62,16.8551,32.1571,5290.25,-22915.611328125,805,4025000
806,5201.82,16.8666,32.7053,5268.8,-22547.130859375,806,4030000
807,5226.32,17.2163,33.6611,5225.81,-23035.48828125,807,4035000
808,5207.59,17.2661,33.2551,5284.95,-21482.451171875,808,4040000
809,5258.78,17.0765,33.2239,5292.63,-22384.01953125,809,4045000
810,5250.64,16.2334,32.0681,5303.22,-22029.166015625,810,4050000
811,5293.49,15.621,31.4746,5306.35,-21800.365234375,811,4055000
812,5310.64,16.3348,32.0009,5221.64,-22464.740234375,812,4060000
813,5333.82,16.4198,32.5424,5270.18,-22689.3984375,813,4065000
814,5289.2,16.518,33.0046,5246.0,-23508.2265625,814,4070000
815,5355.2,16.0402,32.6272,5350.24,-23065.46484375,815,4075000
816,5268.83,16.3016,32.372,5295.48,-22191.953125,816,4080000
817,5284.69,16.475,33.6176,5269.02,-23976.033203125,817,4085000
818,5299.93,16.3956,32.6691,5288.58,-22492.564453125,818,4090000
819,5398.66,15.7122,32.5206,5351.33,-22594.431640625,819,4095000
820,5274.59,15.2944,31.9687,4784.67,-22792.30859375,820,4100000
821,5301.37,15.1284,33.4972,5056.98,-25604.95703125,821,4105000
822,5208.81,15.7338,32.5026,4904.94,-22791.671875,822,4110000
823,4723.79,14.9469,32.476,5003.37,-23348.314453125,823,4115000
824,4893.43,15.8657,33.4252,4796.77,-27477.5,824,4120000
825,5276.67,16.269,32.7772,5222.89,-24228.1796875,825,4125000
826,4054.78,14.2036,32.3819,5196.51,-24274.7265625,826,4130000
827,5382.81,15.3373,32.0673,5319.44,-22401.236328125,827,4135000
828,5324.69,15.2028,32.458,5226.54,-23105.90625,828,4140000
829,4475.06,15.2875,32.1648,4754.9,-23016.837890625,829,4145000
830,5255.66,15.2869,32.3941,5008.43,-23195.978515625,830,4150000
831,4869.76,13.6867,32.3769,4780.89,-26055.4921875,831,4155000
832,5022.59,14.383,32.791,4682.52,-25837.765625,832,4160000
833,5089.17,15.0665,32.1845,4644.8,-24171.228515625,833,4165000
834,5100.83,15.8861,32.7801,4947.66,-24765.611328125,834,4170000
835,4937.33,15.392,32.941,4628.53,-24773.796875,835,4175000
836,4798.01,16.1626,32.3635,4950.2,-23725.005859375,836,4180000
837,5247.27,15.9831,32.2045,5138.38,-23650.53125,837,4185000
838,5268.51,14.8379,32.5533,5079.97,-24486.51171875,838,4190000
839,5231.22,15.7641,32.9275,5195.83,-25178.5703125,839,4195000
840,5177.32,16.4943,32.9849,5108.97,-24566.75,840,4200000
841,5217.56,15.9553,32.2417,5129.45,-23122.126953125,841,4205000
842,5143.71,15.7413,32.6586,5152.79,-23779.70703125,842,4210000
843,5227.08,15.3297,31.9145,5237.88,-23131.8515625,843,4215000
844,5274.6,15.3856,31.7158,5269.27,-23020.5625,844,4220000
845,5128.32,15.8347,32.5233,5127.59,-23699.177734375,845,4225000
846,5267.01,15.1768,31.4719,5236.54,-22062.232421875,846,4230000
847,5346.14,15.4573,31.3809,5204.84,-23459.296875,847,4235000
848,5155.43,15.7787,31.9396,5180.54,-23624.615234375,848,4240000
849,5347.71,14.8982,30.8149,5347.9,-22714.48046875,849,4245000
850,5363.77,15.3015,31.9515,5316.31,-23256.46484375,850,4250000
851,5293.55,15.7348,31.4906,5271.74,-21782.087890625,851,4255000
852,5316.3,15.6366,31.4524,5304.29,-22673.796875,852,4260000
853,5318.12,16.067,31.5615,5271.21,-22947.962890625,853,4265000
854,5258.32,16.2399,31.5995,5251.74,-22922.744140625,854,4270000
855,5118.91,16.2379,31.8478,5225.95,-23065.00390625,855,4275000
856,5303.01,15.6725,32.2173,5351.08,-23410.859375,856,4280000
857,5143.97,16.16,32.386,5249.22,-24527.19921875,857,4285000
858,5289.93,16.1916,32.14,5340.77,-23958.630859375,858,4290000
859,5204.1,16.2159,32.4564,5208.92,-24129.3828125,859,4295000
860,5208.99,15.8037,31.9402,5250.33,-24076.451171875,860,4300000
861,5142.43,15.6148,32.4504,5131.97,-24275.671875,861,4305000
862,5164.59,16.3867,32.1778,5212.52,-23064.1796875,862,4310000
863,5231.36,15.8571,32.2913,5206.5,-23774.0703125,863,4315000
864,5194.81,16.2836,31.4841,5224.0,-22510.880859375,864,4320000
865,5172.38,15.6861,32.1615,5234.77,-23633.353515625,865,4325000
866,5208.54,15.4665,31.9263,5195.91,-23327.85546875,866,4330000
867,5218.63,15.2386,31.1303,5212.05,-22819.95703125,867,4335000
868,5177.34,15.8384,31.4662,5193.75,-24431.126953125,868,4340000
869,5128.37,15.8161,32.2945,5175.62,-23184.662109375,869,4345000
870,5143.46,16.1149,32.558,5115.98,-24978.162109375,870,4350000
871,5221.28,15.1148,31.828,5258.2,-24064.97265625,871,4355000
872,5202.85,15.715,31.9987,5228.88,-24136.20703125,872,4360000
873,5090.65,15.2373,31.8655,5128.94,-24025.78125,873,4365000
874,5115.93,14.9556,31.7243,5140.14,-23178.087890625,874,4370000
875,5089.9,15.4161,31.5423,5080.3,-24288.365234375,875,4375000
876,5134.84,15.5719,31.8995,5090.63,-24697.671875,876,4380000
877,5108.23,15.4199,31.8694,5115.44,-25642.259765625,877,4385000
878,5147.2,15.8831,32.1787,5177.99,-25435.599609375,878,4390000
879,5149.22,15.4559,31.7137,5192.5,-25991.451171875,879,4395000
880,5092.42,15.9922,32.4214,5091.55,-25846.775390625,880,4400000
881,5103.89,15.6815,32.6229,5117.49,-25474.408203125,881,4405000
882,5084.9,15.4061,32.3566,5121.95,-25335.828125,882,4410000
883,5059.45,15.4605,32.3212,5102.68,-24931.087890625,883,4415000
884,5025.61,15.6557,32.4816,5082.66,-25614.123046875,884,4420000
885,5074.36,14.992,31.7091,5120.27,-24852.6953125,885,4425000
886,5076.65,15.3444,31.8948,5080.22,-24412.1875,886,4430000
