Itration,Reward Loss,Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return,Real Det Return,Running Forward KL
776,-29194.73046875,776,3880000,18.365,5040.29,5123.3,37.1999
777,-31919.904296875,777,3885000,14.5182,4339.37,5157.39,37.4182
778,-28108.013671875,778,3890000,18.7777,4474.33,5121.95,37.0628
779,-31418.7734375,779,3895000,18.6545,5032.77,5055.52,37.6262
780,-28068.603515625,780,3900000,16.7751,5031.57,5155.53,36.4192
781,-29676.310546875,781,3905000,18.1359,4886.93,5135.45,36.8979
782,-28124.509765625,782,3910000,17.8119,5049.7,5131.68,36.2315
783,-31301.380859375,783,3915000,17.0175,4270.41,4399.63,37.0104
784,-29346.138671875,784,3920000,18.1416,5075.29,5156.33,35.9236
785,-26673.037109375,785,3925000,16.9637,4979.1,5151.04,35.1464
786,-27625.154296875,786,3930000,17.4355,5112.61,5205.96,36.0258
787,-27578.63671875,787,3935000,17.7466,4705.67,5181.95,36.0531
788,-28034.56640625,788,3940000,16.4078,5044.38,5082.7,35.2618
789,-27674.423828125,789,3945000,16.4839,4611.44,5177.08,35.4098
790,-25932.779296875,790,3950000,15.6702,5049.31,5064.82,34.5487
791,-26238.35546875,791,3955000,16.0636,4888.49,4970.76,35.0261
792,-28444.927734375,792,3960000,16.734,4689.97,5210.37,36.1144
793,-26791.646484375,793,3965000,17.1098,5088.85,5174.7,35.6642
794,-29278.58203125,794,3970000,17.6929,4496.06,5250.9,36.3759
795,-29527.767578125,795,3975000,16.6589,5054.31,5174.46,35.6949
796,-28236.99609375,796,3980000,16.7149,5093.76,5201.45,35.0946
797,-28763.12109375,797,3985000,17.4478,5036.92,5163.63,36.4677
798,-28710.390625,798,3990000,17.0831,4595.63,5152.73,36.3153
799,-27221.564453125,799,3995000,17.3495,4836.25,4903.36,36.2845
800,-29985.515625,800,4000000,17.6667,4819.39,5114.55,36.6764
801,-31795.142578125,801,4005000,16.6853,4606.55,5037.54,36.7444
802,-29674.751953125,802,4010000,17.2543,4972.14,4978.78,36.3663
803,-26866.611328125,803,4015000,16.2579,4942.74,5014.93,35.2838
804,-29266.525390625,804,4020000,15.3333,4910.49,4984.12,35.5179
805,-29150.361328125,805,4025000,15.1509,4653.06,5057.43,36.1047
806,-29322.9296875,806,4030000,16.2269,4969.06,4907.05,35.8429
807,-30678.158203125,807,4035000,17.072,4492.11,5222.56,36.5782
808,-30170.693359375,808,4040000,15.4262,4819.87,5166.69,35.4629
809,-26258.578125,809,4045000,16.3072,4972.06,4868.25,35.3948
810,-27398.775390625,810,4050000,16.4447,4723.67,4939.72,35.9874
811,-28920.298828125,811,4055000,15.7548,3872.38,4812.56,35.7139
812,-29138.701171875,812,4060000,15.1292,4683.22,4867.23,35.597
813,-27884.701171875,813,4065000,16.9886,4653.85,5258.23,35.4968
814,-28390.740234375,814,4070000,15.0679,5081.57,5189.67,34.6794
815,-28264.396484375,815,4075000,15.9412,4269.68,4598.94,35.3307
816,-28685.080078125,816,4080000,15.9355,4974.36,5045.43,35.5956
817,-29314.68359375,817,4085000,17.1589,5058.11,5186.58,36.2528
818,-27225.8984375,818,4090000,16.4763,5006.92,5055.14,35.0792
819,-28722.328125,819,4095000,15.9796,5064.14,5104.09,35.1268
820,-30786.84375,820,4100000,15.7003,4868.45,4768.9,36.4574
821,-27176.08203125,821,4105000,16.635,4932.92,4960.12,35.7172
822,-27933.03515625,822,4110000,17.3975,5072.43,5039.79,36.0717
823,-27739.345703125,823,4115000,16.4041,4947.19,4928.55,35.7435
824,-28035.228515625,824,4120000,16.5963,4913.77,4908.41,35.3813
825,-26993.994140625,825,4125000,15.9843,4958.02,5009.24,35.7496
826,-27870.556640625,826,4130000,16.4812,4937.84,4935.02,36.0291
827,-28296.083984375,827,4135000,17.0814,5008.91,5010.79,35.5063
828,-28334.578125,828,4140000,17.1141,4845.0,5175.14,35.5676
829,-28508.486328125,829,4145000,16.5733,5093.87,5188.93,35.1468
830,-27156.908203125,830,4150000,16.805,5197.14,5298.77,34.5312
831,-24785.904296875,831,4155000,16.3316,5163.54,5203.56,34.1627
832,-27404.22265625,832,4160000,17.2264,5172.49,5274.63,35.1676
833,-25268.69921875,833,4165000,15.7626,5134.1,5195.22,33.832
834,-25410.091796875,834,4170000,16.0792,5170.38,5250.95,33.9609
835,-23616.767578125,835,4175000,16.0681,5244.18,5270.79,33.3922
836,-26158.015625,836,4180000,15.1916,5226.39,5238.23,33.8539
837,-25070.310546875,837,4185000,16.3737,5207.52,5271.07,34.0433
838,-24932.6171875,838,4190000,16.6113,5171.51,5257.65,33.5819
839,-27855.533203125,839,4195000,16.4002,5155.97,5171.35,34.963
840,-27210.76171875,840,4200000,16.7398,5211.32,5337.73,34.506
841,-24735.427734375,841,4205000,16.042,5152.5,5181.24,34.3201
842,-25987.265625,842,4210000,15.5661,5177.9,5237.74,33.933
843,-26780.947265625,843,4215000,17.0422,5179.72,5224.48,34.5343
844,-26525.95703125,844,4220000,17.3402,5173.41,5206.71,34.7786
845,-26757.314453125,845,4225000,15.7979,5111.79,5129.03,33.7933
846,-28292.294921875,846,4230000,17.1899,5149.0,5221.89,34.727
847,-26889.31640625,847,4235000,16.5726,5140.59,5233.04,34.811
848,-27438.7578125,848,4240000,16.3336,5068.74,5176.32,35.2626
849,-28749.4765625,849,4245000,16.9099,5131.13,5237.32,36.0404
850,-29655.046875,850,4250000,16.4466,5122.82,5196.09,35.6493
851,-27669.603515625,851,4255000,17.0196,5070.58,5221.93,33.8793
852,-26733.361328125,852,4260000,15.821,5134.86,5230.11,34.2657
853,-28354.7890625,853,4265000,16.3928,5144.47,5230.93,35.002
854,-29676.431640625,854,4270000,17.1048,5164.6,5285.15,35.4852
855,-29325.599609375,855,4275000,17.2452,5140.6,5207.86,35.268
856,-28212.90625,856,4280000,15.8913,5110.27,5225.66,35.2272
857,-28062.16015625,857,4285000,15.8823,5133.07,5243.79,34.7977
858,-30312.7109375,858,4290000,16.8911,5102.76,5214.0,36.2613
859,-27033.220703125,859,4295000,15.95,5183.21,5284.52,34.1822
860,-29887.818359375,860,4300000,15.8546,5164.63,5281.32,35.1527
861,-30503.796875,861,4305000,16.2009,5022.52,5116.72,35.2784
862,-30075.94140625,862,4310000,16.3174,5083.26,5138.9,35.6762
863,-29893.44921875,863,4315000,16.427,4997.81,5121.88,35.5129
864,-29559.05078125,864,4320000,16.0853,5123.39,5227.2,35.0467
865,-31693.34765625,865,4325000,15.5722,4637.98,5185.35,36.4742
866,-29407.046875,866,4330000,15.9453,5136.58,5260.05,34.5893
867,-29051.166015625,867,4335000,15.8908,5185.65,5342.4,34.7176
868,-28995.994140625,868,4340000,15.758,5170.95,5330.91,34.4302
869,-27288.765625,869,4345000,16.0188,5202.68,5328.14,34.4865
870,-28793.94921875,870,4350000,15.6846,5165.19,5306.84,34.9473
871,-30152.123046875,871,4355000,21.317,4959.47,5316.54,35.6968
872,-28075.685546875,872,4360000,16.1548,5149.27,5359.66,35.4065
873,-28425.640625,873,4365000,19.1264,5106.17,5201.84,35.6404
874,-27528.412109375,874,4370000,15.24,5211.16,5367.07,34.1394
875,-30246.771484375,875,4375000,15.0282,5036.0,5234.57,35.0457
876,-28889.060546875,876,4380000,14.6676,5044.29,5280.01,34.9088
877,-30643.31640625,877,4385000,19.9985,4799.98,5310.84,35.0018
878,-32206.8046875,878,4390000,31.4211,3475.4,4558.92,35.5036
879,-28093.3828125,879,4395000,15.6666,5208.45,5335.23,34.7122
880,-28521.580078125,880,4400000,15.0615,5207.57,5358.88,34.6679
881,-29785.365234375,881,4405000,15.5636,5018.65,5241.39,34.7088
882,-26422.71484375,882,4410000,14.9717,5121.32,5213.95,34.0838
883,-29846.490234375,883,4415000,18.8805,4143.77,5274.07,34.5334
884,-28439.244140625,884,4420000,15.4478,4934.08,5308.95,34.7676
885,-28677.30078125,885,4425000,14.5296,5100.7,5069.86,34.3421
886,-28710.40234375,886,4430000,15.3675,5106.77,5329.31,34.7274
887,-27293.9453125,887,4435000,14.6687,5048.06,5074.14,34.3968
888,-26821.21875,888,4440000,14.1974,5094.5,5192.37,33.9588
889,-27253.736328125,889,4445000,14.4781,5110.61,5294.29,34.5772
890,-31236.818359375,890,4450000,15.7385,4588.53,5094.24,36.1239
