Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Running Update Time
3895000,779,-58529.4296875,3976.62,43.8129,18.8655,4160.73,779
3900000,780,-58115.29296875,3686.5,44.0842,19.3629,4137.05,780
3905000,781,-58263.31640625,4062.84,43.8976,19.1387,4114.9,781
3910000,782,-58034.1171875,4116.18,44.0049,18.2024,4123.03,782
3915000,783,-58585.6484375,4193.2,44.0108,18.7602,4134.35,783
3920000,784,-57680.875,4083.4,43.9259,17.1689,4182.87,784
3925000,785,-58743.9921875,4105.63,44.0638,19.2197,4157.16,785
3930000,786,-58608.56640625,3946.74,44.2229,19.5547,4073.07,786
3935000,787,-59257.19921875,4015.06,44.4044,19.4519,4090.24,787
3940000,788,-59387.62890625,4086.77,44.5351,18.0531,4198.16,788
3945000,789,-58950.953125,4196.26,44.1441,19.5023,4157.42,789
3950000,790,-58712.4453125,4178.96,44.1226,19.6828,4201.84,790
3955000,791,-59476.5625,4151.21,44.179,20.1657,4255.21,791
3960000,792,-59298.96875,4212.38,43.983,19.4435,4200.83,792
3965000,793,-59488.328125,4270.62,44.0428,19.064,4252.06,793
3970000,794,-59640.9765625,4133.18,44.1748,19.786,4161.63,794
3975000,795,-59528.01953125,4140.91,43.7905,18.5682,4112.93,795
3980000,796,-60268.12109375,4051.5,43.7972,19.0264,4257.19,796
3985000,797,-60400.05859375,4113.17,44.0932,19.8379,4222.48,797
3990000,798,-60527.10546875,4076.29,43.3273,20.5237,4222.78,798
3995000,799,-60844.046875,4170.24,43.9713,19.2858,4196.45,799
4000000,800,-60150.8203125,4225.62,43.6071,19.7085,4218.66,800
4005000,801,-61599.87109375,4206.88,43.8175,18.3715,4180.65,801
4010000,802,-60863.09765625,4126.54,43.8766,19.0851,4151.84,802
4015000,803,-59622.39453125,4191.31,43.9831,18.2126,4163.22,803
4020000,804,-61176.06640625,3932.18,43.9312,19.9945,4241.59,804
4025000,805,-61114.921875,3995.19,43.7294,18.7465,4156.74,805
4030000,806,-60851.96484375,4109.02,43.7958,19.4267,4175.22,806
4035000,807,-60684.42578125,3971.86,43.5115,17.9975,4106.8,807
4040000,808,-62271.78515625,3957.91,44.0277,19.5955,4211.51,808
4045000,809,-61570.5625,3885.02,43.7403,17.8622,4155.61,809
4050000,810,-60612.0625,4072.94,43.6039,18.2263,4180.95,810
4055000,811,-60464.96875,4200.63,43.8047,18.7731,4183.99,811
4060000,812,-61244.83203125,3836.27,43.6469,18.2011,3873.58,812
4065000,813,-61121.4453125,4199.77,44.094,19.0518,4074.28,813
4070000,814,-61437.99609375,4047.65,43.7562,18.2656,3970.52,814
4075000,815,-61353.6796875,4069.41,43.4627,17.9924,3573.04,815
4080000,816,-62619.015625,3622.8,43.7521,17.5786,3954.85,816
4085000,817,-62095.375,3991.58,43.8164,18.824,4144.85,817
4090000,818,-63634.55078125,4103.08,43.8239,18.5663,4122.92,818
4095000,819,-61649.70703125,4021.91,43.9509,18.49,4127.74,819
4100000,820,-62363.64453125,3776.16,43.964,16.4609,3802.45,820
4105000,821,-62206.18359375,4031.81,43.5997,18.1226,4221.15,821
4110000,822,-63727.28515625,3738.56,43.8756,18.8291,4252.66,822
4115000,823,-62594.77734375,4140.28,44.0669,18.2535,4152.95,823
4120000,824,-62986.31640625,4107.05,44.0278,19.2088,4264.36,824
4125000,825,-62990.9609375,4150.28,43.4008,16.1807,4232.32,825
4130000,826,-62144.87109375,4038.26,43.8583,18.5897,3998.81,826
4135000,827,-62566.078125,4035.35,43.1877,16.4191,4187.89,827
4140000,828,-64554.15234375,3946.72,43.8393,17.5817,4193.27,828
4145000,829,-63172.12109375,4063.51,43.569,18.1029,3775.92,829
4150000,830,-63602.55078125,4161.58,43.4542,18.9572,4234.25,830
4155000,831,-62932.79296875,4212.09,43.6772,18.3977,4200.7,831
4160000,832,-65311.5,3931.11,43.746,18.4653,4080.42,832
4165000,833,-64150.7109375,3977.5,44.0913,17.8346,4189.58,833
4170000,834,-64637.234375,3692.11,43.5036,18.359,4243.48,834
4175000,835,-62564.94921875,4010.26,43.5961,17.4883,4044.63,835
4180000,836,-64365.78125,3475.52,44.074,17.3231,4164.07,836
4185000,837,-63581.37109375,3900.49,43.7919,18.5785,4221.27,837
4190000,838,-63638.2734375,4014.69,43.7152,17.8527,4233.6,838
4195000,839,-62718.078125,3969.87,43.8587,19.0703,4249.46,839
4200000,840,-63827.0625,3734.55,43.7656,17.9861,4300.47,840
4205000,841,-64700.40625,4248.23,43.7199,19.3942,4231.25,841
4210000,842,-62830.23828125,4235.74,43.6266,18.3798,4165.2,842
4215000,843,-63967.73046875,4139.71,43.5728,17.631,4225.12,843
4220000,844,-64412.390625,3991.03,43.4595,18.2968,4250.2,844
4225000,845,-64752.60546875,4077.47,43.7339,18.5763,4220.13,845
4230000,846,-64417.796875,3849.85,43.4296,17.3702,4189.5,846
4235000,847,-63922.46875,4016.86,43.0884,18.585,3964.5,847
4240000,848,-63933.171875,3951.81,44.2889,18.2525,4078.87,848
4245000,849,-63220.1875,3771.97,43.4092,16.9551,3319.2,849
4250000,850,-64407.05078125,4059.94,43.5965,17.9576,4152.34,850
4255000,851,-65712.296875,3182.01,43.6642,14.4668,3944.42,851
4260000,852,-62956.09375,3966.97,43.8625,17.9127,3616.96,852
4265000,853,-63288.0234375,3901.55,43.587,17.937,4227.56,853
4270000,854,-64281.98046875,3508.21,43.4963,16.0006,4209.27,854
4275000,855,-64086.97265625,3383.5,43.6574,16.5055,4264.0,855
4280000,856,-63056.21484375,3988.0,43.7946,19.0603,3869.9,856
4285000,857,-63611.79296875,3585.3,43.7344,17.9327,4052.0,857
4290000,858,-65368.9140625,3669.25,44.0806,18.1603,4162.43,858
4295000,859,-65879.3046875,3946.3,43.6631,19.2839,4233.61,859
4300000,860,-64926.0234375,3474.14,43.8836,17.0717,3803.83,860
4305000,861,-65376.3515625,4001.02,43.9583,19.7038,3974.33,861
4310000,862,-65831.8125,3999.37,43.9111,18.8901,4121.06,862
4315000,863,-65078.125,3416.01,43.6868,16.8914,4004.88,863
4320000,864,-65053.9453125,3806.86,43.649,17.724,4204.12,864
4325000,865,-65403.046875,3836.67,43.9543,18.5839,3994.15,865
4330000,866,-65445.10546875,3500.57,43.5797,17.6826,3216.31,866
4335000,867,-65783.9765625,3953.53,43.4702,18.147,3761.97,867
4340000,868,-66802.2890625,3731.71,43.9098,18.0472,4204.06,868
4345000,869,-65030.0546875,3721.47,44.1621,18.528,3626.71,869
4350000,870,-66161.8671875,3997.06,43.6068,19.7326,4212.76,870
4355000,871,-66091.1953125,3880.77,43.7709,17.4563,4113.16,871
4360000,872,-64544.88671875,3866.9,43.9375,19.358,4110.92,872
4365000,873,-64784.79296875,3615.39,44.0846,19.197,4286.79,873
4370000,874,-65671.640625,3785.16,43.6306,24.7651,3864.57,874
4375000,875,-65150.19921875,3883.1,43.4988,19.2167,4118.2,875
4380000,876,-64398.36328125,3655.98,43.5135,24.7321,4215.9,876
4385000,877,-65873.140625,3387.46,44.3046,23.3628,4176.04,877
4390000,878,-66790.4140625,3934.78,43.9905,19.8214,3978.11,878
4395000,879,-67907.8671875,3178.21,43.8563,18.5198,4286.85,879
4400000,880,-66155.234375,3785.46,43.8061,19.0516,4126.81,880
4405000,881,-65437.0390625,4096.05,43.8626,21.4467,4151.9,881
4410000,882,-66792.625,4149.29,43.9969,18.4663,3434.69,882
4415000,883,-66908.7890625,4142.85,43.9947,19.6062,4159.75,883
4420000,884,-66951.71875,3514.28,43.9897,18.7479,4213.83,884
4425000,885,-65958.90625,3839.81,43.5996,17.6246,3672.73,885
4430000,886,-66991.0703125,3804.85,43.7462,18.4395,4251.6,886
4435000,887,-66773.515625,4065.44,43.5555,18.37,3952.97,887
4440000,888,-66205.4609375,4050.81,43.6322,18.0581,4070.13,888
4445000,889,-66101.390625,4024.29,43.5536,19.0047,4263.41,889
4450000,890,-67509.9140625,4159.67,43.7767,20.0598,4288.75,890
4455000,891,-66818.109375,4198.45,43.5775,19.753,4275.3,891
4460000,892,-66700.953125,4026.06,44.186,20.8611,4311.17,892
4465000,893,-67247.15625,4079.62,43.6164,20.3028,4189.83,893
4470000,894,-67518.890625,3717.26,43.6091,18.4568,4300.49,894
4475000,895,-67152.2265625,4058.16,43.6422,19.9449,4316.83,895
4480000,896,-68627.8125,4026.25,43.6452,20.256,4367.23,896
4485000,897,-67365.3828125,3727.7,43.6918,16.4857,4338.52,897
4490000,898,-67579.9921875,3906.23,43.8192,20.5654,4326.33,898
4495000,899,-68681.6640625,4151.0,44.1901,19.8194,4358.61,899
4500000,900,-68107.3828125,4262.9,43.6825,19.4717,4149.74,900
4505000,901,-66910.84375,3861.73,43.951,20.235,3886.5,901
4510000,902,-67139.5625,3924.07,43.9185,19.2431,4119.64,902
4515000,903,-67622.8046875,3843.87,43.6896,18.4064,4126.91,903
4520000,904,-67415.421875,3871.0,43.3548,19.4289,4277.79,904
4525000,905,-66647.953125,3924.22,43.9081,18.1825,4186.7,905
4530000,906,-67837.0234375,3624.91,43.7524,18.6873,4348.38,906
4535000,907,-67811.640625,3771.81,44.0557,19.6451,4069.7,907
4540000,908,-67778.6015625,4169.2,43.9238,19.7985,4268.6,908
