Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Forward KL,Reward Loss,Running Reverse KL
3890000,778,778,4772.99,4160.65,38.6694,-39943.78515625,15.0935
3895000,779,779,4742.65,4665.06,39.1217,-40468.96875,17.3758
3900000,780,780,4578.6,3624.25,38.667,-38856.80078125,15.7235
3905000,781,781,4586.72,4455.96,38.6936,-38867.98046875,16.9254
3910000,782,782,4736.96,4510.18,39.2033,-41080.5078125,15.5548
3915000,783,783,4706.92,4622.47,38.9674,-39689.34765625,16.3439
3920000,784,784,4731.03,4450.46,39.3315,-39684.8203125,16.7645
3925000,785,785,4697.55,4357.3,39.9721,-40767.51171875,15.3925
3930000,786,786,4709.85,4341.0,39.4249,-39700.51953125,16.6902
3935000,787,787,4673.07,4247.76,39.8929,-41255.8359375,16.4052
3940000,788,788,4544.62,4209.59,39.9311,-40631.31640625,16.9458
3945000,789,789,4654.88,4354.45,39.7917,-42007.19140625,16.1813
3950000,790,790,3104.6,3868.27,39.3424,-41771.23828125,13.2736
3955000,791,791,3026.64,3697.07,39.7218,-40967.8125,15.043
3960000,792,792,4140.83,4041.35,39.8597,-41430.96484375,16.2309
3965000,793,793,3874.52,3609.2,41.0232,-43018.6328125,14.2309
3970000,794,794,4400.75,4484.06,39.2431,-41165.71875,15.5115
3975000,795,795,4255.06,4397.16,39.3491,-41508.40625,16.5049
3980000,796,796,3634.44,4539.59,39.566,-40575.2578125,16.5481
3985000,797,797,4659.95,4583.52,39.8478,-40634.140625,17.2362
3990000,798,798,4561.41,4595.65,38.6974,-41011.37109375,16.0154
3995000,799,799,4714.79,4617.44,38.6411,-41094.12109375,15.6334
4000000,800,800,3895.61,4590.67,38.3997,-39689.78515625,15.4997
4005000,801,801,4691.63,4538.54,39.1018,-41443.890625,16.4186
4010000,802,802,4403.45,4467.74,38.5382,-41419.28125,16.0682
4015000,803,803,4383.13,4364.98,38.6481,-40954.19921875,15.2812
4020000,804,804,4740.99,4618.35,39.2203,-42218.04296875,16.6919
4025000,805,805,4733.17,4604.09,39.2147,-41695.13671875,16.0511
4030000,806,806,4719.91,4615.62,38.7019,-40746.74609375,15.5858
4035000,807,807,4740.66,4332.11,38.2127,-40863.94140625,14.1741
4040000,808,808,4549.55,4054.0,39.1362,-41488.296875,13.3672
4045000,809,809,4684.2,4348.52,38.9188,-41993.92578125,14.6212
4050000,810,810,4669.87,4542.16,38.6444,-42402.65625,16.1434
4055000,811,811,4482.44,4290.9,39.3818,-41032.4140625,16.2174
4060000,812,812,4653.18,4530.88,39.7834,-41959.72265625,16.279
4065000,813,813,4758.48,4497.51,38.8561,-41396.2421875,15.4046
4070000,814,814,4694.75,4177.98,38.6932,-41475.78125,14.549
4075000,815,815,4774.85,4513.64,38.9162,-41364.60546875,14.9556
4080000,816,816,3622.92,2362.54,39.2738,-39238.96484375,12.7201
4085000,817,817,3348.99,3562.63,39.273,-41397.2265625,12.8698
4090000,818,818,4522.66,3610.71,39.6726,-41691.5625,13.8926
4095000,819,819,4742.28,4631.0,38.9,-42522.5,15.8936
4100000,820,820,4779.45,4651.8,39.1648,-42673.3125,16.2885
4105000,821,821,4769.76,4698.15,38.548,-41681.6796875,15.441
4110000,822,822,4766.39,4668.52,38.4765,-41101.08984375,14.8181
4115000,823,823,4738.99,4473.83,38.7586,-41796.53125,15.5039
4120000,824,824,4574.12,4527.77,39.2976,-42047.5390625,15.8183
4125000,825,825,4603.64,4613.62,38.5317,-41379.86328125,15.1397
4130000,826,826,4653.15,4183.11,38.785,-40598.34765625,14.3282
4135000,827,827,4750.96,4520.07,38.7626,-43129.73046875,15.402
4140000,828,828,4786.45,4449.02,38.6846,-42869.74609375,15.8242
4145000,829,829,4765.11,4444.3,39.7327,-43958.5859375,17.3394
4150000,830,830,4770.29,4601.25,38.8607,-42315.0546875,14.9989
4155000,831,831,4748.02,4516.79,39.0459,-41479.64453125,15.5532
4160000,832,832,594.35,968.41,40.7454,-41859.54296875,30.0602
4165000,833,833,4551.94,4374.72,40.7845,-45382.55078125,18.2154
4170000,834,834,4434.62,4374.49,40.6685,-44715.1640625,20.2709
4175000,835,835,1542.31,2180.33,42.163,-41894.1875,19.7835
4180000,836,836,475.85,477.78,48.2602,-43048.5546875,20.3935
4185000,837,837,3644.5,3267.87,40.6792,-38157.85546875,14.4039
4190000,838,838,512.24,367.28,47.1054,-37282.8359375,15.7346
4195000,839,839,2735.11,1991.58,43.0945,-40885.953125,19.0574
4200000,840,840,427.01,529.15,46.3648,-38781.3125,17.5728
4205000,841,841,576.73,556.97,47.233,-43073.3828125,26.0968
4210000,842,842,3186.39,3251.34,41.2082,-48251.14453125,19.4195
4215000,843,843,4168.14,3325.1,40.3304,-44580.203125,18.1674
4220000,844,844,4307.22,4305.11,41.3317,-45113.21875,18.3835
4225000,845,845,4474.32,4241.99,40.949,-41246.46484375,20.2339
4230000,846,846,4607.88,4347.48,40.68,-42089.6171875,19.6125
4235000,847,847,4194.54,3579.8,42.7125,-44151.59375,19.9032
4240000,848,848,4453.69,3705.9,40.7997,-45907.1171875,22.3757
4245000,849,849,2530.57,2306.88,43.4925,-45994.7734375,27.6435
4250000,850,850,1321.95,2630.3,42.2616,-44726.35546875,50.0551
4255000,851,851,4504.69,4495.74,40.9554,-45959.328125,19.2485
4260000,852,852,4537.58,3832.42,42.6018,-44507.08984375,22.1126
4265000,853,853,4440.75,4425.35,42.2589,-46364.44921875,21.3905
4270000,854,854,4455.31,4333.92,39.6716,-38802.13671875,15.0691
4275000,855,855,4628.35,4591.44,41.0199,-45852.33203125,20.6218
4280000,856,856,4740.39,4442.98,39.8928,-44277.79296875,17.6124
4285000,857,857,4682.76,4620.91,39.706,-43829.50390625,19.2625
4290000,858,858,4673.42,4438.03,40.2486,-44032.4296875,19.4596
4295000,859,859,4688.15,4622.43,39.5641,-44403.22265625,17.487
4300000,860,860,4682.56,4617.02,39.8002,-44017.69921875,17.6871
4305000,861,861,4707.47,4635.76,40.0805,-43867.9609375,17.0039
4310000,862,862,4696.6,4640.02,40.0145,-44366.83984375,17.366
4315000,863,863,4695.28,4590.0,40.3214,-43327.40234375,17.7028
4320000,864,864,4688.78,4617.33,39.7089,-44597.9140625,17.2044
4325000,865,865,4710.93,4609.58,39.6443,-43634.7890625,17.4997
4330000,866,866,4703.47,4623.56,40.2478,-44099.109375,17.879
4335000,867,867,4695.52,4611.99,39.7122,-44991.2734375,17.7869
4340000,868,868,4728.62,4406.01,40.012,-45065.3203125,18.1496
4345000,869,869,4708.38,4629.81,39.7246,-44626.30078125,17.7361
4350000,870,870,4688.38,4582.56,39.6376,-44475.21875,17.5498
4355000,871,871,4676.93,4607.37,40.1424,-45253.7109375,17.8766
4360000,872,872,4714.37,4602.2,39.7329,-44863.55859375,17.5794
4365000,873,873,4655.14,4500.51,39.4811,-43894.1171875,17.1129
4370000,874,874,4660.23,4474.06,39.4161,-43608.63671875,16.4108
4375000,875,875,4633.72,4339.17,39.5151,-44487.74609375,17.2282
4380000,876,876,4687.57,4389.97,40.0951,-44987.56640625,17.8602
4385000,877,877,4711.49,4382.92,39.873,-43899.15625,17.1058
4390000,878,878,4703.77,4207.61,39.8292,-45065.01171875,17.3232
4395000,879,879,4761.47,4413.21,39.2815,-43832.140625,16.0461
4400000,880,880,4703.91,4302.44,40.0031,-44776.8125,17.9094
4405000,881,881,4739.04,4423.57,39.3279,-43952.96875,15.8773
4410000,882,882,4770.17,4428.47,39.4692,-44340.98046875,17.2254
4415000,883,883,4709.73,4434.12,39.3514,-44840.95703125,16.5211
4420000,884,884,4699.35,4378.93,39.4853,-43939.0625,16.8505
4425000,885,885,4711.41,4365.12,39.7309,-44669.6484375,17.7918
4430000,886,886,4726.51,4610.47,39.1803,-44118.80078125,16.5892
4435000,887,887,4716.63,4597.25,39.3149,-44870.6953125,16.8789
4440000,888,888,4545.35,4640.77,39.3801,-44336.46875,16.6578
4445000,889,889,4666.22,4611.92,39.3424,-44311.10546875,16.0843
4450000,890,890,4622.34,4533.13,39.6635,-43232.63671875,17.1041
4455000,891,891,4718.33,4616.74,38.6649,-42693.52734375,16.3914
4460000,892,892,4640.97,4576.47,38.827,-43661.43359375,16.4868
4465000,893,893,4698.56,4644.68,38.7239,-43609.11328125,16.5088
4470000,894,894,4680.75,4215.18,39.0771,-44406.34765625,16.6104
4475000,895,895,4675.61,4600.85,39.537,-45130.28515625,17.179
4480000,896,896,4694.93,4641.13,39.108,-44992.8125,16.2366
4485000,897,897,4676.03,4634.44,39.2926,-44701.56640625,16.2861
4490000,898,898,4644.21,4613.36,39.423,-44753.1953125,16.3514
4495000,899,899,4690.51,4635.44,38.8976,-44317.44140625,16.1213
4500000,900,900,4669.28,4641.96,39.5755,-44872.05859375,17.2131
4505000,901,901,4717.23,4625.98,39.0244,-44732.015625,16.4597
4510000,902,902,4678.85,4632.27,38.7474,-44345.1015625,16.4464
